idx ax ay az gx gy gz
821 2076 2048 2568 6 34 56
822 2076 2048 2568 8 34 58
823 2072 2048 2568 6 33 58
824 2076 2048 2568 7 35 57
825 2076 2048 2568 6 34 57
826 2076 2048 2568 7 34 58
827 2076 2048 2568 8 36 57
828 2076 2048 2568 8 34 58
829 2076 2048 2568 6 34 56
830 2076 2048 2568 5 34 58
831 2076 2048 2568 7 34 59
832 2076 2048 2568 6 33 58
833 2076 2048 2568 6 34 58
834 2076 2048 2568 7 35 58
835 2076 2048 2568 6 33 58
836 2076 2048 2568 5 32 57
837 2076 2048 2568 6 35 57
838 2076 2048 2568 6 34 57
839 2076 2048 2568 8 34 59
840 2076 2048 2568 6 35 57
841 2076 2048 2568 6 34 55
842 2076 2048 2568 8 34 59
843 2076 2048 2568 6 35 58
844 2076 2048 2568 7 36 59
845 2076 2048 2568 6 36 59
846 2072 2048 2568 7 33 58
847 2072 2048 2568 8 34 57
848 2072 2048 2568 6 34 57
849 2076 2048 2568 5 35 58
850 2076 2048 2568 6 36 56
851 2076 2048 2568 7 34 56
852 2076 2048 2568 6 33 57
853 2072 2048 2568 5 33 57
854 2072 2048 2568 7 33 60
855 2076 2048 2568 6 34 58
856 2076 2052 2568 7 34 57
857 2072 2052 2568 5 32 57
858 2072 2052 2568 4 35 55
859 2072 2052 2568 6 33 57
860 2072 2052 2568 7 31 56
861 2072 2052 2568 6 34 58
862 2072 2052 2568 6 33 58
863 2076 2048 2568 6 33 58
864 2076 2048 2568 6 35 57
865 2076 2048 2568 6 33 57
866 2076 2048 2568 6 36 57
867 2076 2044 2568 7 34 58
868 2076 2044 2568 6 36 59
869 2076 2048 2568 7 34 58
870 2072 2048 2568 7 34 58
871 2076 2048 2568 6 34 58
872 2076 2048 2568 5 36 59
873 2072 2048 2568 7 33 58
874 2072 2048 2568 6 33 57
875 2072 2048 2568 7 34 57
876 2072 2048 2568 5 31 59
877 2076 2048 2568 5 32 58
878 2076 2048 2568 7 36 57
879 2076 2048 2568 7 34 58
880 2076 2048 2568 6 34 57
881 2072 2048 2568 6 35 56
882 2076 2048 2568 8 35 56
883 2076 2048 2568 7 35 59
884 2076 2048 2568 8 33 59
885 2076 2048 2568 7 35 57
886 2076 2048 2568 7 34 56
887 2076 2048 2568 9 35 57
888 2076 2048 2572 7 33 57
889 2076 2048 2572 5 34 58
890 2076 2048 2572 5 33 60
891 2076 2048 2572 7 35 57
892 2076 2048 2572 5 33 57
893 2076 2048 2572 6 32 58
894 2076 2048 2572 6 32 58
895 2076 2048 2572 7 33 56
896 2076 2048 2572 6 34 58
897 2076 2048 2572 7 34 58
898 2076 2048 2568 7 33 57
899 2076 2048 2568 5 34 58
900 2076 2048 2568 4 35 58
901 2076 2048 2568 8 33 57
902 2076 2048 2568 7 34 58
903 2076 2048 2568 4 34 58
904 2076 2048 2568 8 36 57
905 2076 2048 2568 8 35 58
906 2076 2048 2568 6 33 58
907 2072 2052 2568 7 35 58
908 2072 2052 2568 6 34 57
909 2076 2048 2568 6 32 58
910 2076 2052 2568 7 35 58
911 2076 2052 2568 6 34 60
912 2076 2048 2568 7 35 58
913 2076 2048 2568 7 33 59
914 2076 2048 2568 7 35 56
915 2076 2048 2568 7 34 56
916 2076 2048 2568 7 35 57
917 2076 2048 2568 6 32 58
918 2076 2048 2568 6 34 57
919 2076 2048 2568 6 33 58
920 2076 2048 2568 5 34 58
921 2076 2048 2568 6 34 55
922 2076 2048 2572 6 36 56
923 2076 2048 2572 5 35 58
924 2076 2048 2572 7 33 57
925 2076 2048 2572 7 33 58
926 2076 2048 2572 6 34 57
927 2076 2048 2568 6 34 57
928 2076 2048 2568 6 32 56
929 2076 2048 2568 7 33 57
930 2076 2048 2568 8 34 58
931 2076 2048 2564 7 35 58
932 2076 2048 2568 7 33 57
933 2076 2048 2568 5 33 58
934 2076 2048 2568 6 34 57
935 2076 2048 2568 7 34 60
936 2076 2048 2568 8 34 58
937 2076 2048 2568 7 33 59
938 2076 2048 2568 8 34 57
939 2076 2048 2568 6 33 57
940 2076 2048 2568 6 35 57
941 2076 2048 2568 5 33 58
942 2076 2048 2568 6 34 58
943 2076 2048 2568 7 34 58
944 2076 2048 2568 6 35 58
945 2076 2048 2568 5 34 58
946 2076 2048 2568 6 35 57
947 2076 2048 2568 6 34 57
948 2076 2048 2572 8 33 58
949 2076 2048 2568 5 34 57
950 2076 2048 2568 8 32 57
951 2076 2048 2568 8 36 58
952 2076 2048 2568 9 34 58
953 2076 2044 2568 7 34 58
954 2076 2044 2568 7 35 58
955 2076 2044 2568 5 33 58
956 2076 2044 2568 7 35 57
957 2076 2048 2568 6 33 58
958 2076 2048 2568 6 33 58
959 2076 2048 2568 7 34 60
960 2076 2048 2568 6 33 57
961 2076 2048 2568 8 36 59
962 2076 2048 2568 7 35 57
963 2076 2048 2568 8 33 56
964 2076 2048 2568 6 34 58
965 2076 2048 2572 6 35 57
966 2076 2044 2568 8 35 58
967 2076 2048 2572 7 32 57
968 2076 2044 2572 8 35 57
969 2076 2048 2572 7 35 56
970 2076 2048 2572 6 34 59
971 2076 2048 2572 7 33 58
972 2076 2048 2572 6 33 57
973 2076 2048 2572 5 33 58
974 2076 2048 2572 7 35 59
975 2076 2048 2572 5 33 56
976 2076 2048 2568 7 33 58
977 2076 2048 2568 7 34 58
978 2076 2048 2568 9 35 59
979 2076 2048 2568 5 36 58
980 2076 2048 2568 6 34 56
981 2072 2048 2568 8 34 58
982 2072 2048 2568 6 34 58
983 2072 2048 2568 6 34 59
984 2072 2048 2568 7 33 57
985 2072 2048 2568 6 34 58
986 2072 2048 2568 6 33 56
987 2072 2048 2568 6 35 59
988 2072 2048 2568 6 34 57
989 2072 2048 2568 7 34 57
990 2076 2048 2568 7 36 58
991 2072 2048 2568 4 33 58
992 2072 2048 2568 5 33 58
993 2076 2048 2568 6 34 58
994 2076 2048 2568 6 34 57
995 2076 2048 2568 6 34 56
996 2076 2048 2568 6 33 57
997 2076 2048 2568 6 36 58
998 2076 2048 2568 8 33 57
999 2076 2048 2568 6 34 58
1000 2076 2048 2568 6 33 59
1001 2076 2048 2568 5 31 57
1002 2076 2048 2568 7 35 59
1003 2076 2048 2568 7 35 59
1004 2076 2048 2568 8 34 58
1005 2076 2048 2568 8 35 58
1006 2072 2048 2568 8 34 58
1007 2072 2048 2568 8 34 59
1008 2072 2048 2568 6 33 57
1009 2072 2048 2568 7 33 58
1010 2072 2048 2568 7 35 57
1011 2076 2048 2568 7 33 58
1012 2076 2048 2564 5 33 58
1013 2076 2048 2568 6 32 57
1014 2076 2048 2568 7 35 57
1015 2076 2048 2568 7 31 58
1016 2076 2048 2568 5 34 59
1017 2076 2048 2564 6 34 59
1018 2076 2048 2568 7 32 58
1019 2076 2048 2568 5 31 58
1020 2076 2048 2568 5 33 58
1021 2076 2048 2568 8 34 57
1022 2072 2044 2568 7 36 59
1023 2072 2048 2568 8 36 58
1024 2072 2048 2568 5 33 59
1025 2076 2044 2568 6 33 59
1026 2076 2044 2568 6 35 58
1027 2076 2044 2568 6 34 57
1028 2076 2044 2568 4 31 57
1029 2076 2048 2568 7 33 57
1030 2076 2048 2568 4 34 58
1031 2076 2048 2568 6 32 58
1032 2076 2048 2568 7 34 57
1033 2076 2048 2568 6 35 57
1034 2076 2048 2568 6 34 57
1035 2076 2048 2568 7 34 58
1036 2076 2048 2568 6 35 57
1037 2076 2048 2568 9 33 57
1038 2076 2048 2568 6 35 57
1039 2076 2048 2568 6 33 58
1040 2076 2048 2568 7 34 58
1041 2076 2048 2568 6 33 57
1042 2076 2048 2568 6 35 58
1043 2076 2048 2568 7 33 56
1044 2076 2048 2568 6 35 58
1045 2076 2048 2568 6 33 57
1046 2076 2044 2568 6 35 57
1047 2076 2044 2568 6 35 57
1048 2076 2044 2568 5 35 57
1049 2076 2044 2568 4 34 58
1050 2076 2044 2568 8 35 58
1051 2076 2044 2572 7 35 57
1052 2072 2044 2572 8 32 58
1053 2072 2044 2568 4 34 57
1054 2072 2048 2568 6 34 57
1055 2072 2048 2568 6 35 57
1056 2072 2048 2568 7 31 59
1057 2072 2048 2568 5 34 58
1058 2072 2048 2568 7 35 58
1059 2072 2048 2568 6 34 58
1060 2072 2048 2568 7 34 58
1061 2072 2048 2564 8 34 57
1062 2072 2048 2568 6 35 58
1063 2076 2048 2568 6 34 56
1064 2076 2048 2568 5 34 59
1065 2076 2048 2568 6 35 58
1066 2072 2048 2568 6 34 56
1067 2076 2048 2568 5 35 58
1068 2076 2048 2568 6 33 58
1069 2072 2048 2568 7 32 58
1070 2072 2048 2568 6 32 58
1071 2072 2048 2568 5 35 57
1072 2072 2048 2568 6 36 58
1073 2072 2048 2568 6 33 59
1074 2072 2048 2568 6 34 59
1075 2072 2048 2568 6 34 58
1076 2072 2048 2568 4 32 58
1077 2072 2048 2568 7 35 57
1078 2072 2048 2568 7 34 57
1079 2072 2048 2568 6 34 57
1080 2072 2048 2568 5 35 59
1081 2072 2048 2568 6 34 57
1082 2072 2048 2568 7 34 57
1083 2072 2048 2568 7 35 58
1084 2072 2048 2568 8 35 56
1085 2072 2048 2568 8 36 58
1086 2072 2048 2568 4 34 57
1087 2072 2048 2568 7 35 58
1088 2072 2048 2568 7 35 58
1089 2076 2048 2568 6 34 55
1090 2076 2048 2568 7 33 57
1091 2076 2048 2568 5 33 59
1092 2076 2048 2568 4 34 57
1093 2076 2048 2568 5 34 59
1094 2076 2048 2568 6 35 59
1095 2076 2048 2568 5 34 59
1096 2076 2048 2568 5 34 57
1097 2076 2048 2568 5 34 58
1098 2076 2048 2568 6 36 60
1099 2076 2048 2568 7 34 59
1100 2076 2048 2568 5 35 57
1101 2076 2048 2568 6 34 58
1102 2076 2048 2568 6 33 59
1103 2076 2048 2568 5 33 57
1104 2076 2048 2568 6 34 56
1105 2076 2048 2568 6 33 57
1106 2076 2048 2568 5 34 58
1107 2076 2048 2568 6 36 60
1108 2076 2048 2568 7 34 56
1109 2076 2048 2568 6 34 57
1110 2076 2048 2564 8 33 56
1111 2076 2048 2568 6 32 56
1112 2072 2048 2568 5 33 57
1113 2072 2048 2568 7 33 57
1114 2072 2048 2568 9 33 57
1115 2076 2048 2568 7 35 57
1116 2076 2048 2568 5 34 58
1117 2076 2048 2568 6 34 58
1118 2076 2048 2568 6 34 58
1119 2076 2048 2568 8 33 59
1120 2076 2048 2568 4 32 56
1121 2076 2048 2568 5 33 56
1122 2076 2048 2572 6 33 56
1123 2076 2048 2572 7 36 57
1124 2076 2048 2572 5 34 58
1125 2076 2048 2572 6 33 58
1126 2076 2048 2572 7 33 56
1127 2076 2048 2572 6 33 58
1128 2076 2048 2568 7 33 58
1129 2076 2048 2568 6 33 58
1130 2076 2048 2568 5 32 58
1131 2076 2048 2568 4 34 57
1132 2076 2048 2568 8 34 58
1133 2076 2048 2568 8 32 59
1134 2072 2048 2568 5 33 59
1135 2072 2048 2568 6 34 58
1136 2072 2048 2568 7 33 58
1137 2072 2048 2568 6 36 58
1138 2072 2048 2568 7 34 57
1139 2072 2048 2568 6 35 56
1140 2072 2048 2568 5 32 57
1141 2076 2048 2568 5 33 56
1142 2076 2048 2568 4 32 57
1143 2076 2048 2568 9 34 58
1144 2076 2048 2568 5 35 57
1145 2076 2048 2568 8 34 58
1146 2076 2048 2568 6 33 57
1147 2076 2048 2568 6 35 58
1148 2076 2048 2568 7 35 57
1149 2076 2048 2568 7 33 58
1150 2076 2048 2568 7 33 57
1151 2072 2048 2568 7 32 57
1152 2072 2048 2568 7 32 57
1153 2072 2048 2568 4 33 56
1154 2072 2048 2568 4 32 57
1155 2072 2048 2568 7 34 57
1156 2072 2048 2568 5 34 57
1157 2072 2048 2568 3 34 56
1158 2076 2048 2568 9 33 57
1159 2076 2048 2568 7 32 58
1160 2076 2048 2568 7 36 57
1161 2076 2048 2568 5 36 60
1162 2076 2048 2568 5 33 57
1163 2076 2048 2568 7 34 57
1164 2076 2048 2568 8 34 57
1165 2076 2048 2568 7 34 59
1166 2076 2052 2568 7 32 59
1167 2072 2052 2568 7 31 59
1168 2076 2048 2568 6 35 59
1169 2076 2048 2568 6 35 58
1170 2072 2052 2568 6 35 58
1171 2072 2048 2568 6 34 58
1172 2072 2048 2568 6 34 59
1173 2072 2048 2564 7 31 59
1174 2072 2048 2568 6 33 57
1175 2072 2048 2568 8 36 58
1176 2072 2048 2568 6 32 58
1177 2072 2048 2568 6 36 57
1178 2076 2048 2568 7 34 57
1179 2076 2048 2568 6 30 59
1180 2072 2048 2568 6 34 57
1181 2072 2048 2568 5 34 56
1182 2072 2048 2568 7 34 56
1183 2076 2048 2568 5 33 57
1184 2076 2048 2568 6 35 56
1185 2076 2048 2568 6 34 58
1186 2076 2048 2568 7 32 58
1187 2076 2048 2564 7 34 57
1188 2076 2048 2564 6 35 58
1189 2076 2048 2564 6 34 58
1190 2076 2048 2564 7 33 59
1191 2076 2048 2564 9 34 58
1192 2076 2048 2564 6 34 57
1193 2076 2048 2564 6 33 57
1194 2076 2048 2568 7 34 58
1195 2076 2048 2568 5 36 58
1196 2076 2048 2568 5 35 59
1197 2076 2048 2568 6 36 58
1198 2076 2048 2568 7 34 58
1199 2076 2048 2568 6 33 56
1200 2072 2048 2564 6 33 58
1201 2072 2048 2568 9 33 59
1202 2072 2048 2568 6 34 57
1203 2072 2048 2568 7 34 57
1204 2072 2048 2568 6 32 57
1205 2072 2048 2568 7 34 56
1206 2072 2048 2568 5 33 59
1207 2072 2048 2568 6 34 58
1208 2072 2048 2568 6 35 56
1209 2072 2048 2568 5 33 59
1210 2076 2048 2568 6 36 58
1211 2076 2048 2568 8 35 58
1212 2076 2048 2568 8 34 57
1213 2076 2048 2568 4 34 58
1214 2076 2048 2568 7 35 57
1215 2076 2048 2568 6 34 59
1216 2076 2048 2568 5 34 57
1217 2076 2048 2568 6 34 57
1218 2076 2052 2568 6 35 58
1219 2076 2052 2568 6 34 58
1220 2076 2052 2568 6 34 58
1221 2076 2048 2568 5 36 58
1222 2076 2048 2568 7 34 58
1223 2076 2048 2568 6 36 57
1224 2076 2048 2568 7 32 57
1225 2076 2048 2568 7 33 58
1226 2076 2048 2568 8 34 59
1227 2076 2048 2568 7 33 59
1228 2076 2048 2568 7 33 59
1229 2076 2048 2568 8 36 59
1230 2076 2048 2572 7 34 58
1231 2076 2048 2572 7 34 58
1232 2076 2048 2572 8 32 58
1233 2076 2044 2568 7 33 57
1234 2076 2044 2568 7 33 58
1235 2076 2044 2568 7 35 57
1236 2076 2044 2568 6 35 57
1237 2076 2048 2568 5 33 58
1238 2076 2048 2568 6 34 59
1239 2076 2048 2568 6 34 59
1240 2076 2048 2568 6 35 57
1241 2076 2048 2568 6 33 58
1242 2076 2048 2568 6 37 59
1243 2076 2044 2568 4 37 56
1244 2076 2044 2568 5 34 56
1245 2076 2048 2568 6 34 57
1246 2076 2048 2568 8 35 58
1247 2076 2044 2568 7 36 56
1248 2076 2044 2568 6 33 59
1249 2076 2044 2568 6 34 58
1250 2076 2044 2568 6 33 59
1251 2076 2044 2568 6 34 59
1252 2076 2044 2568 5 32 57
1253 2076 2044 2568 5 34 59
1254 2076 2044 2568 6 35 58
1255 2076 2044 2568 6 35 58
1256 2076 2048 2568 7 34 59
1257 2076 2048 2568 6 33 56
1258 2076 2048 2568 4 33 58
1259 2076 2048 2568 6 34 58
1260 2076 2048 2568 5 35 58
1261 2076 2048 2568 7 34 58
1262 2076 2048 2568 7 32 58
1263 2072 2048 2568 7 32 58
1264 2076 2048 2568 8 34 58
1265 2076 2048 2568 7 35 60
1266 2076 2048 2568 7 35 59
1267 2076 2048 2568 6 33 56
1268 2076 2048 2568 4 33 58
1269 2076 2048 2572 7 35 56
1270 2076 2048 2572 7 33 58
1271 2076 2048 2572 5 33 58
1272 2076 2048 2572 7 34 58
1273 2076 2048 2572 7 33 59
1274 2076 2048 2572 6 34 56
1275 2076 2048 2572 6 33 58
1276 2076 2048 2572 4 33 57
1277 2076 2048 2568 7 34 60
1278 2076 2048 2568 7 34 57
1279 2076 2048 2568 7 35 58
1280 2076 2048 2568 5 35 59
1281 2076 2048 2568 8 34 58
1282 2076 2048 2568 5 34 58
1283 2076 2048 2568 7 36 57
1284 2076 2048 2568 7 33 59
1285 2076 2048 2568 5 34 58
1286 2076 2048 2568 6 36 59
1287 2076 2048 2568 8 37 59
1288 2076 2048 2564 5 35 59
1289 2076 2048 2568 7 34 58
1290 2076 2048 2568 5 34 57
1291 2076 2048 2564 4 35 58
1292 2076 2048 2568 5 34 58
1293 2076 2048 2568 7 33 58
1294 2076 2044 2568 7 36 58
1295 2076 2048 2568 6 34 56
1296 2076 2044 2564 5 33 56
1297 2076 2044 2564 6 34 57
1298 2076 2044 2568 7 35 59
1299 2076 2044 2568 5 34 57
1300 2076 2044 2568 5 35 58
1301 2076 2044 2568 7 35 59
1302 2076 2044 2568 7 33 57
1303 2076 2044 2568 6 33 57
1304 2076 2044 2568 8 35 57
1305 2076 2044 2568 6 34 58
1306 2072 2044 2568 6 33 58
1307 2072 2048 2568 7 36 56
1308 2072 2048 2568 8 33 59
1309 2072 2048 2568 4 33 57
1310 2072 2048 2568 7 33 57
1311 2072 2048 2568 7 34 57
1312 2072 2048 2568 6 34 58
1313 2072 2048 2568 6 33 59
1314 2076 2048 2568 8 33 58
1315 2076 2044 2572 6 34 58
1316 2076 2044 2572 6 33 59
1317 2076 2044 2568 5 34 57
1318 2076 2044 2568 8 32 57
1319 2076 2044 2568 8 35 58
1320 2072 2044 2568 5 36 57
1321 2076 2048 2568 7 31 58
1322 2076 2048 2568 8 33 58
1323 2076 2048 2568 6 35 57
1324 2076 2048 2568 6 34 58
1325 2076 2048 2568 7 33 59
1326 2076 2048 2568 7 33 59
1327 2076 2048 2568 5 33 58
1328 2076 2048 2568 5 33 57
1329 2076 2048 2572 7 35 58
1330 2076 2048 2572 7 34 57
1331 2076 2048 2572 6 34 57
1332 2076 2048 2572 4 34 56
1333 2076 2048 2568 7 34 57
1334 2076 2048 2572 6 34 58
1335 2076 2048 2572 7 33 58
1336 2076 2048 2572 5 34 60
1337 2076 2048 2572 7 34 59
1338 2076 2048 2572 8 35 59
1339 2076 2048 2568 7 34 57
1340 2076 2048 2568 4 32 57
1341 2076 2048 2568 4 33 57
1342 2076 2048 2568 4 32 57
1343 2076 2048 2568 7 35 57
1344 2076 2048 2568 6 35 57
1345 2076 2048 2568 7 35 58
1346 2076 2048 2568 5 34 57
1347 2076 2048 2568 7 33 58
1348 2076 2048 2568 5 33 57
1349 2076 2048 2568 5 33 59
1350 2076 2048 2568 7 33 58
1351 2076 2048 2568 7 36 57
1352 2076 2048 2568 6 35 57
1353 2076 2048 2568 7 34 57
1354 2076 2048 2568 6 34 57
1355 2076 2048 2568 6 35 57
1356 2076 2048 2568 6 37 59
1357 2076 2048 2564 5 33 58
1358 2076 2048 2564 6 34 58
1359 2076 2048 2564 5 32 56
1360 2076 2048 2564 7 35 59
1361 2076 2048 2564 5 34 57
1362 2076 2048 2564 6 34 57
1363 2076 2044 2568 6 35 58
1364 2076 2044 2564 6 34 58
1365 2076 2048 2568 5 33 58
1366 2076 2048 2568 6 34 57
1367 2076 2048 2568 5 33 57
1368 2076 2048 2568 6 32 57
1369 2076 2048 2568 6 30 56
1370 2076 2048 2568 7 32 57
1371 2076 2048 2568 7 31 58
1372 2076 2048 2568 7 34 56
1373 2076 2048 2568 6 34 58
1374 2076 2048 2568 7 36 58
1375 2076 2048 2568 7 35 59
1376 2076 2048 2568 8 33 58
1377 2076 2048 2568 6 34 57
1378 2076 2048 2568 6 33 59
1379 2076 2048 2568 5 33 58
1380 2076 2048 2568 6 33 60
1381 2076 2048 2568 6 33 58
1382 2076 2048 2568 8 33 59
1383 2076 2048 2568 6 34 58
1384 2076 2048 2568 6 35 56
1385 2076 2048 2568 7 33 57
1386 2076 2048 2568 6 36 58
1387 2076 2048 2568 9 33 59
1388 2076 2048 2568 5 34 57
1389 2076 2048 2568 6 34 57
1390 2076 2048 2568 5 34 57
1391 2076 2048 2568 6 34 58
1392 2076 2048 2568 6 33 56
1393 2076 2048 2568 8 33 57
1394 2076 2048 2568 8 35 58
1395 2076 2048 2568 5 36 59
1396 2076 2048 2568 7 33 58
1397 2076 2048 2568 5 33 57
1398 2076 2048 2568 6 33 59
1399 2076 2048 2568 8 35 59
1400 2076 2048 2568 6 32 57
1401 2076 2048 2568 8 33 58
1402 2076 2048 2568 5 33 57
1403 2076 2048 2568 6 34 58
1404 2076 2048 2568 7 34 58
1405 2076 2048 2572 5 33 57
1406 2076 2048 2572 5 35 58
1407 2076 2048 2572 7 35 58
1408 2076 2048 2572 5 36 57
1409 2076 2048 2572 7 32 57
1410 2076 2048 2572 7 36 57
1411 2076 2048 2572 6 33 58
1412 2076 2048 2572 6 34 58
1413 2076 2048 2572 6 36 57
1414 2076 2048 2572 8 36 57
1415 2076 2048 2572 7 36 57
1416 2072 2048 2572 6 32 57
1417 2076 2048 2572 5 34 58
1418 2076 2048 2572 5 35 58
1419 2076 2044 2572 6 35 58
1420 2076 2048 2568 5 33 59
1421 2076 2044 2568 8 34 57
1422 2076 2044 2568 5 32 58
1423 2076 2044 2568 6 34 58
1424 2076 2044 2568 4 33 58
1425 2076 2044 2568 5 34 59
1426 2076 2044 2568 7 34 57
1427 2076 2048 2568 6 34 58
1428 2076 2048 2568 7 36 57
1429 2076 2048 2568 6 33 57
1430 2076 2048 2568 6 34 58
1431 2076 2048 2568 6 35 57
1432 2076 2048 2568 6 34 57
1433 2076 2048 2568 7 34 57
1434 2076 2048 2568 7 36 56
1435 2076 2044 2568 8 36 57
1436 2076 2044 2568 5 34 58
1437 2076 2044 2568 6 33 58
1438 2076 2048 2568 5 33 57
1439 2076 2048 2568 6 35 59
1440 2076 2048 2568 5 35 57
1441 2076 2048 2572 8 35 57
1442 2076 2048 2572 6 34 58
1443 2076 2048 2572 8 33 58
1444 2076 2048 2572 6 36 58
1445 2076 2048 2572 6 34 60
1446 2076 2048 2572 5 34 58
1447 2076 2048 2572 7 33 57
1448 2076 2044 2572 7 33 57
1449 2076 2048 2572 6 33 58
1450 2076 2048 2572 8 32 59
1451 2076 2048 2572 7 34 56
1452 2076 2048 2572 6 33 59
1453 2076 2048 2572 6 33 56
1454 2076 2048 2572 4 34 58
1455 2076 2048 2572 5 35 55
1456 2076 2048 2572 5 34 57
1457 2076 2048 2572 8 32 57
1458 2076 2048 2568 7 35 56
1459 2076 2048 2568 7 34 57
1460 2076 2048 2568 6 34 58
1461 2076 2048 2568 6 33 58
1462 2076 2048 2568 6 32 57
1463 2076 2044 2568 6 35 58
1464 2076 2044 2568 6 33 57
1465 2076 2044 2568 4 34 57
1466 2076 2048 2568 4 33 58
1467 2076 2048 2568 7 34 58
1468 2076 2048 2568 8 34 58
1469 2076 2048 2568 6 34 59
1470 2076 2048 2568 8 35 59
1471 2076 2048 2568 6 33 58
1472 2076 2048 2568 5 35 57
1473 2076 2048 2568 6 34 58
1474 2076 2048 2568 6 35 56
1475 2076 2048 2568 7 33 56
1476 2076 2048 2568 8 33 56
1477 2076 2048 2568 5 34 57
1478 2076 2048 2568 7 34 56
1479 2076 2048 2568 8 36 57
1480 2076 2048 2568 9 34 58
1481 2076 2048 2568 6 34 58
1482 2076 2048 2568 6 34 57
1483 2076 2048 2568 5 33 57
1484 2076 2044 2568 7 36 58
1485 2076 2048 2568 6 34 60
1486 2080 2048 2568 6 35 57
1487 2080 2048 2568 5 33 56
1488 2080 2044 2568 6 33 57
1489 2080 2044 2568 7 32 58
1490 2076 2044 2568 6 32 59
1491 2076 2044 2568 8 35 59
1492 2076 2048 2568 7 33 59
1493 2076 2048 2568 7 33 58
1494 2076 2048 2568 6 35 57
1495 2076 2048 2568 6 33 57
1496 2076 2048 2568 6 33 56
1497 2072 2048 2568 6 33 58
1498 2072 2048 2568 8 35 55
1499 2072 2048 2568 6 33 58
1500 2072 2048 2568 6 34 57
1501 2072 2048 2568 7 33 55
1502 2072 2048 2568 5 36 59
1503 2076 2048 2568 6 36 58
1504 2076 2048 2568 6 32 58
1505 2076 2048 2568 7 31 58
1506 2076 2048 2568 8 34 57
1507 2076 2048 2568 8 35 59
1508 2076 2048 2568 6 33 56
1509 2076 2048 2568 7 34 57
1510 2076 2048 2568 9 34 59
1511 2076 2048 2568 6 35 58
1512 2076 2048 2568 5 32 57
1513 2076 2048 2568 7 33 58
1514 2076 2048 2568 6 33 58
1515 2076 2044 2568 7 34 58
1516 2076 2048 2568 7 32 57
1517 2076 2048 2568 7 33 57
1518 2076 2048 2568 6 35 58
1519 2076 2048 2572 6 32 60
1520 2076 2048 2568 6 33 58
1521 2076 2048 2572 6 33 55
1522 2076 2044 2568 7 36 58
1523 2076 2044 2568 7 34 60
1524 2076 2048 2568 6 35 59
1525 2076 2044 2568 6 34 57
1526 2076 2044 2568 3 34 57
1527 2076 2044 2568 6 34 56
1528 2076 2048 2568 5 32 57
1529 2076 2048 2568 8 34 57
1530 2076 2048 2568 7 34 57
1531 2076 2048 2568 6 33 57
1532 2076 2048 2568 5 33 58
1533 2076 2048 2568 4 34 57
1534 2076 2048 2568 6 32 56
1535 2076 2048 2568 7 32 59
1536 2076 2048 2568 7 34 58
1537 2076 2048 2568 5 35 58
1538 2076 2048 2568 9 34 57
1539 2076 2048 2568 5 34 59
1540 2076 2048 2572 5 34 59
1541 2076 2048 2572 6 34 59
1542 2076 2048 2568 5 34 57
1543 2076 2048 2568 6 34 58
1544 2076 2048 2568 5 32 57
1545 2076 2048 2568 6 35 57
1546 2076 2048 2568 6 33 58
1547 2076 2048 2568 6 35 58
1548 2076 2048 2568 5 33 57
1549 2076 2048 2568 7 35 58
1550 2076 2048 2568 8 35 57
1551 2076 2048 2568 7 34 57
1552 2076 2048 2568 5 32 58
1553 2076 2048 2568 6 36 58
1554 2076 2048 2568 6 34 59
1555 2076 2048 2568 7 33 58
1556 2076 2048 2568 6 35 57
1557 2076 2048 2568 6 33 57
1558 2076 2048 2568 5 35 57
1559 2076 2048 2568 7 35 57
1560 2076 2048 2568 8 34 58
1561 2076 2048 2568 7 33 57
1562 2076 2048 2568 5 34 57
1563 2072 2048 2568 4 35 58
1564 2076 2048 2568 6 32 59
1565 2076 2048 2568 6 35 59
1566 2076 2048 2568 5 36 59
1567 2076 2048 2568 7 33 56
1568 2076 2048 2568 7 34 57
1569 2076 2048 2568 6 33 58
1570 2076 2048 2568 4 33 57
1571 2076 2048 2568 7 35 58
1572 2076 2048 2568 5 37 57
1573 2076 2048 2568 6 34 57
1574 2076 2048 2568 5 35 57
1575 2076 2048 2568 8 33 57
1576 2076 2048 2568 8 33 57
1577 2072 2048 2568 5 35 57
1578 2072 2048 2568 6 36 57
1579 2072 2048 2568 6 34 58
1580 2072 2048 2568 7 35 56
1581 2072 2048 2568 6 35 58
1582 2072 2048 2568 6 34 56
1583 2072 2048 2568 5 35 58
1584 2072 2048 2568 7 31 58
1585 2072 2048 2568 7 34 56
1586 2076 2048 2568 6 34 57
1587 2076 2048 2568 8 35 57
1588 2076 2048 2568 6 33 59
1589 2076 2048 2568 4 35 56
1590 2076 2048 2568 8 33 56
1591 2076 2048 2568 7 35 57
1592 2076 2048 2568 7 33 58
1593 2076 2048 2568 7 32 59
1594 2076 2048 2568 6 34 58
1595 2076 2048 2568 7 32 59
1596 2076 2048 2568 4 34 58
1597 2076 2048 2568 5 34 57
1598 2072 2048 2568 10 34 58
1599 2076 2048 2568 5 33 57
1600 2076 2048 2568 5 32 58
1601 2076 2048 2568 7 35 56
1602 2076 2048 2568 5 36 58
1603 2076 2048 2568 6 33 57
1604 2076 2048 2568 6 35 58
1605 2076 2048 2568 6 33 58
1606 2076 2048 2568 8 35 59
