idx ax ay az gx gy gz
1607 2076 2044 2568 6 36 59
1608 2076 2044 2568 4 34 59
1609 2076 2044 2568 5 34 59
1610 2076 2044 2568 6 35 57
1611 2076 2044 2568 6 35 58
1612 2076 2044 2568 5 33 59
1613 2076 2044 2568 6 34 59
1614 2076 2048 2568 5 37 58
1615 2076 2048 2568 6 33 57
1616 2076 2048 2568 7 34 57
1617 2076 2048 2568 7 35 58
1618 2076 2044 2568 7 33 56
1619 2076 2048 2568 4 31 57
1620 2076 2048 2568 5 33 58
1621 2076 2048 2568 6 34 57
1622 2076 2048 2568 6 33 58
1623 2076 2048 2572 6 32 58
1624 2076 2048 2568 5 32 57
1625 2076 2048 2568 6 34 57
1626 2076 2048 2568 7 35 59
1627 2076 2048 2568 5 33 58
1628 2076 2048 2568 4 35 57
1629 2076 2048 2568 7 34 57
1630 2076 2048 2568 6 34 58
1631 2076 2044 2568 7 33 57
1632 2076 2044 2564 7 32 57
1633 2076 2048 2568 6 34 59
1634 2076 2048 2564 6 33 59
1635 2076 2044 2568 8 33 59
1636 2076 2048 2568 7 33 57
1637 2076 2048 2564 6 35 57
1638 2076 2048 2564 6 32 56
1639 2076 2048 2564 4 32 57
1640 2076 2048 2568 6 32 58
1641 2076 2048 2568 6 34 59
1642 2076 2048 2568 5 33 58
1643 2076 2048 2568 5 35 55
1644 2076 2048 2568 5 35 57
1645 2076 2048 2568 5 34 57
1646 2076 2048 2568 5 34 59
1647 2076 2048 2568 6 36 56
1648 2076 2048 2568 6 34 58
1649 2076 2044 2568 7 33 58
1650 2076 2048 2568 7 32 58
1651 2076 2048 2568 8 36 57
1652 2076 2048 2568 5 34 58
1653 2076 2044 2568 5 34 56
1654 2076 2048 2568 6 36 57
1655 2076 2048 2568 7 34 58
1656 2076 2048 2568 5 36 59
1657 2076 2048 2568 6 33 57
1658 2076 2048 2568 7 35 58
1659 2076 2048 2568 7 35 58
1660 2076 2048 2568 5 33 58
1661 2076 2048 2568 7 33 59
1662 2076 2048 2568 5 34 57
1663 2076 2048 2572 5 35 59
1664 2076 2048 2572 7 34 57
1665 2076 2048 2572 6 35 57
1666 2076 2048 2572 8 34 57
1667 2076 2048 2572 6 33 57
1668 2076 2044 2572 5 33 56
1669 2076 2044 2572 7 35 57
1670 2076 2048 2568 5 33 58
1671 2076 2044 2568 7 34 57
1672 2076 2044 2568 6 34 57
1673 2076 2044 2568 5 35 60
1674 2080 2044 2568 5 33 57
1675 2080 2048 2568 4 33 56
1676 2076 2048 2568 6 33 56
1677 2080 2048 2572 4 34 58
1678 2076 2048 2572 7 35 57
1679 2076 2048 2568 5 33 57
1680 2076 2048 2568 8 32 59
1681 2076 2048 2568 8 36 58
1682 2076 2048 2568 5 34 58
1683 2076 2044 2568 5 35 57
1684 2076 2044 2568 7 36 58
1685 2076 2044 2568 4 35 59
1686 2076 2044 2568 5 34 58
1687 2076 2044 2568 7 34 58
1688 2076 2044 2568 7 36 57
1689 2076 2048 2568 6 34 59
1690 2076 2044 2568 6 33 56
1691 2076 2048 2568 6 34 56
1692 2076 2048 2568 5 35 56
1693 2076 2048 2568 8 34 57
1694 2076 2044 2564 5 33 57
1695 2076 2044 2568 5 33 59
1696 2076 2044 2568 6 35 58
1697 2076 2044 2568 8 33 58
1698 2076 2044 2564 5 33 58
1699 2076 2044 2564 5 35 57
1700 2076 2044 2564 6 33 58
1701 2076 2048 2568 7 34 58
1702 2076 2048 2568 6 33 57
1703 2076 2044 2568 6 34 56
1704 2076 2048 2568 7 32 57
1705 2076 2048 2568 6 33 59
1706 2076 2048 2568 7 35 58
1707 2076 2048 2568 7 36 56
1708 2076 2048 2568 6 32 57
1709 2076 2048 2568 6 35 57
1710 2076 2048 2568 6 35 59
1711 2076 2048 2568 7 32 58
1712 2076 2048 2568 4 34 57
1713 2076 2048 2572 6 33 58
1714 2076 2048 2568 9 35 58
1715 2076 2048 2568 6 33 58
1716 2076 2048 2568 6 32 58
1717 2072 2048 2568 7 34 57
1718 2072 2048 2568 8 34 59
1719 2072 2048 2568 7 32 57
1720 2076 2048 2568 8 33 57
1721 2076 2048 2568 7 34 57
1722 2076 2048 2568 5 35 58
1723 2076 2048 2568 6 34 57
1724 2076 2048 2568 6 33 58
1725 2076 2048 2568 6 36 60
1726 2076 2048 2568 5 35 58
1727 2076 2044 2568 5 34 57
1728 2076 2048 2568 6 35 57
1729 2076 2048 2568 5 34 57
1730 2076 2048 2568 6 35 59
1731 2076 2048 2568 6 35 59
1732 2076 2048 2568 7 32 58
1733 2076 2048 2568 6 32 58
1734 2076 2048 2568 6 34 58
1735 2076 2048 2568 5 32 57
1736 2076 2048 2568 8 34 59
1737 2076 2048 2568 6 34 58
1738 2076 2048 2568 5 35 57
1739 2076 2048 2568 7 31 57
1740 2076 2048 2568 6 33 56
1741 2076 2048 2568 4 34 58
1742 2076 2048 2568 6 34 57
1743 2076 2048 2568 6 35 58
1744 2076 2048 2568 6 34 57
1745 2076 2048 2568 6 35 57
1746 2076 2048 2568 6 33 58
1747 2076 2048 2568 5 33 58
1748 2076 2048 2568 5 33 58
1749 2076 2048 2568 4 34 56
1750 2076 2048 2568 5 34 59
1751 2076 2048 2568 4 32 58
1752 2076 2048 2568 6 33 60
1753 2076 2044 2568 7 35 55
1754 2076 2044 2568 6 34 57
1755 2076 2044 2568 7 33 58
1756 2076 2048 2568 5 34 57
1757 2076 2048 2568 7 34 57
1758 2076 2048 2568 5 34 56
1759 2076 2048 2568 6 35 56
1760 2076 2048 2568 6 35 57
1761 2076 2048 2568 5 34 58
1762 2076 2048 2568 6 34 56
1763 2076 2048 2568 6 33 58
1764 2076 2048 2568 6 35 57
1765 2076 2048 2568 7 34 57
1766 2076 2048 2568 6 35 57
1767 2076 2048 2568 5 33 58
1768 2076 2048 2568 6 34 59
1769 2076 2048 2568 5 36 58
1770 2076 2048 2568 5 34 60
1771 2076 2048 2568 6 34 56
1772 2076 2048 2568 7 35 57
1773 2076 2048 2568 5 35 57
1774 2076 2048 2568 6 34 57
1775 2076 2048 2568 5 32 59
1776 2076 2048 2568 8 35 56
1777 2076 2048 2568 4 34 58
1778 2076 2048 2568 7 34 57
1779 2076 2048 2568 7 34 58
1780 2076 2048 2568 7 33 59
1781 2076 2048 2568 6 34 57
1782 2076 2048 2568 7 33 58
1783 2076 2048 2568 6 35 58
1784 2076 2048 2568 5 32 58
1785 2076 2048 2564 6 33 57
1786 2076 2048 2564 5 35 58
1787 2076 2048 2564 6 34 57
1788 2076 2048 2564 6 34 59
1789 2076 2048 2564 5 35 57
1790 2076 2048 2564 5 36 56
1791 2076 2048 2564 5 33 58
1792 2076 2048 2564 9 35 57
1793 2076 2048 2568 6 34 56
1794 2076 2048 2568 7 33 56
1795 2076 2048 2568 6 33 58
1796 2076 2048 2568 4 35 59
1797 2076 2048 2568 6 34 57
1798 2076 2048 2568 6 33 59
1799 2076 2048 2568 4 34 58
1800 2076 2048 2568 6 34 57
1801 2076 2048 2568 7 33 59
1802 2076 2048 2568 5 33 58
1803 2076 2048 2568 6 33 58
1804 2076 2048 2568 6 34 57
1805 2076 2048 2568 5 33 57
1806 2076 2048 2568 7 33 57
1807 2076 2044 2568 5 34 57
1808 2076 2044 2568 3 33 57
1809 2076 2048 2568 5 33 55
1810 2076 2048 2568 6 33 57
1811 2076 2048 2568 7 34 57
1812 2076 2048 2568 7 34 56
1813 2076 2048 2568 5 35 58
1814 2076 2048 2568 7 34 56
1815 2076 2048 2564 5 33 59
1816 2076 2048 2564 6 32 59
1817 2076 2048 2564 5 34 57
1818 2076 2048 2564 6 34 58
1819 2076 2048 2564 5 35 57
1820 2076 2048 2564 6 34 56
1821 2076 2048 2564 8 35 56
1822 2076 2048 2564 6 35 57
1823 2076 2048 2564 5 35 59
1824 2076 2048 2564 7 35 57
1825 2076 2048 2564 7 34 58
1826 2076 2048 2564 3 32 58
1827 2076 2048 2564 7 35 58
1828 2076 2048 2564 7 35 58
1829 2076 2048 2568 8 35 58
1830 2076 2048 2568 4 33 58
1831 2076 2048 2564 7 34 59
1832 2076 2048 2564 6 33 57
1833 2076 2048 2564 7 36 58
1834 2076 2048 2568 7 36 57
1835 2076 2048 2568 7 34 58
1836 2076 2048 2568 6 36 58
1837 2076 2048 2568 5 34 58
1838 2076 2048 2568 5 34 56
1839 2076 2048 2568 4 35 57
1840 2076 2044 2568 7 35 58
1841 2076 2044 2568 7 34 57
1842 2076 2048 2568 5 36 57
1843 2076 2048 2568 6 34 58
1844 2076 2048 2568 6 33 58
1845 2076 2048 2568 4 34 58
1846 2076 2048 2568 5 34 57
1847 2076 2048 2568 5 33 57
1848 2076 2048 2568 6 33 58
1849 2076 2048 2568 6 33 57
1850 2076 2048 2568 6 35 58
1851 2076 2048 2568 7 34 57
1852 2076 2048 2568 5 33 56
1853 2076 2044 2568 5 33 58
1854 2076 2048 2568 6 35 60
1855 2076 2048 2568 5 33 56
1856 2076 2048 2568 5 36 57
1857 2076 2044 2568 6 32 57
1858 2076 2048 2568 7 34 59
1859 2076 2048 2568 7 32 58
1860 2076 2048 2568 6 32 57
1861 2076 2048 2568 6 35 57
1862 2076 2048 2568 6 35 58
1863 2076 2048 2568 5 34 59
1864 2076 2044 2564 7 34 57
1865 2076 2048 2568 8 33 59
1866 2076 2048 2568 7 31 57
1867 2076 2044 2568 6 33 57
1868 2076 2048 2568 5 35 60
1869 2076 2044 2568 4 37 57
1870 2076 2044 2568 5 35 58
1871 2076 2048 2568 6 36 59
1872 2076 2048 2568 7 33 57
1873 2076 2048 2568 6 34 57
1874 2076 2044 2568 7 31 57
1875 2076 2048 2568 7 33 58
1876 2076 2048 2568 4 32 57
1877 2076 2048 2568 6 33 60
1878 2076 2048 2568 5 32 58
1879 2076 2044 2568 5 33 58
1880 2076 2044 2568 6 35 57
1881 2076 2044 2568 6 34 58
1882 2076 2044 2568 5 33 56
1883 2076 2044 2568 5 34 59
1884 2076 2044 2568 6 33 58
1885 2076 2044 2568 6 33 57
1886 2076 2048 2568 4 34 57
1887 2076 2048 2568 5 33 56
1888 2076 2048 2572 6 32 56
1889 2076 2048 2568 4 34 58
1890 2076 2048 2572 5 35 57
1891 2076 2048 2572 5 37 57
1892 2076 2048 2572 4 34 60
1893 2076 2048 2572 6 33 59
1894 2076 2048 2572 4 32 58
1895 2076 2044 2568 8 35 59
1896 2076 2044 2568 6 34 57
1897 2076 2048 2568 7 35 57
1898 2072 2048 2568 7 33 58
1899 2076 2048 2568 5 31 58
1900 2076 2048 2568 7 35 57
1901 2076 2048 2568 5 35 57
1902 2076 2048 2568 7 34 56
1903 2076 2048 2568 5 34 57
1904 2076 2048 2568 5 35 58
1905 2076 2048 2568 5 34 56
1906 2076 2048 2568 5 34 59
1907 2076 2048 2568 6 33 57
1908 2076 2048 2568 5 32 59
1909 2076 2048 2568 5 33 59
1910 2076 2048 2568 7 36 58
1911 2076 2044 2568 5 32 58
1912 2076 2048 2568 7 34 57
1913 2076 2048 2568 7 34 59
1914 2076 2048 2568 5 34 59
1915 2076 2048 2568 5 34 57
1916 2072 2048 2568 6 36 57
1917 2076 2044 2568 6 35 57
1918 2076 2048 2568 6 34 58
1919 2076 2044 2568 6 32 59
1920 2076 2044 2568 5 33 58
1921 2076 2044 2568 6 33 58
1922 2076 2048 2568 8 34 58
1923 2076 2044 2568 5 32 57
1924 2076 2048 2568 4 33 57
1925 2076 2048 2568 7 33 57
1926 2076 2048 2568 3 35 57
1927 2076 2048 2568 5 33 58
1928 2076 2048 2568 7 34 58
1929 2076 2048 2568 6 35 58
1930 2076 2048 2568 7 32 59
1931 2076 2048 2568 7 34 58
1932 2076 2048 2568 7 31 59
1933 2076 2044 2568 5 34 59
1934 2076 2048 2568 8 34 58
1935 2076 2048 2564 7 34 58
1936 2076 2048 2564 5 32 59
1937 2076 2048 2564 6 34 57
1938 2076 2048 2564 6 33 57
1939 2076 2048 2564 6 34 57
1940 2076 2048 2564 5 33 57
1941 2076 2048 2564 4 32 58
1942 2076 2048 2564 5 34 57
1943 2076 2048 2564 6 35 59
1944 2076 2048 2568 7 35 59
1945 2076 2048 2568 6 33 60
1946 2076 2044 2568 6 33 58
1947 2076 2048 2568 6 33 57
1948 2076 2048 2568 4 35 57
1949 2076 2048 2568 6 34 57
1950 2076 2048 2568 6 33 57
1951 2076 2044 2568 5 35 57
1952 2076 2044 2568 7 34 58
1953 2076 2044 2568 7 32 58
1954 2076 2044 2568 6 32 58
1955 2076 2044 2568 4 32 57
1956 2076 2044 2568 5 33 57
1957 2076 2044 2568 5 35 58
1958 2076 2044 2568 6 33 57
1959 2076 2044 2572 7 33 57
1960 2076 2044 2572 6 34 60
1961 2076 2044 2572 5 34 59
1962 2076 2044 2572 7 34 59
1963 2076 2044 2572 6 33 57
1964 2076 2044 2572 5 31 57
1965 2076 2044 2568 4 34 57
1966 2076 2044 2572 7 34 57
1967 2076 2044 2572 7 34 57
1968 2076 2044 2572 6 34 58
1969 2076 2044 2572 6 33 58
1970 2076 2044 2572 8 33 58
1971 2076 2048 2572 7 34 58
1972 2076 2048 2572 6 35 58
1973 2076 2048 2568 7 33 58
1974 2076 2048 2572 5 33 59
1975 2076 2048 2572 7 34 57
1976 2076 2048 2572 5 33 57
1977 2076 2048 2568 7 34 58
1978 2076 2048 2568 5 36 56
1979 2076 2048 2568 7 35 56
1980 2076 2048 2568 4 33 57
1981 2076 2048 2568 7 32 56
1982 2076 2048 2568 7 34 58
1983 2076 2048 2568 6 32 57
1984 2076 2048 2568 6 33 57
1985 2076 2048 2568 6 33 58
1986 2076 2048 2568 7 33 58
1987 2076 2048 2568 6 34 57
1988 2076 2048 2568 6 34 55
1989 2076 2048 2568 5 32 58
1990 2076 2048 2568 6 33 59
1991 2072 2048 2568 5 34 59
1992 2076 2048 2568 5 33 58
1993 2076 2048 2568 7 34 56
1994 2076 2048 2568 6 34 59
1995 2076 2048 2568 5 36 59
1996 2076 2048 2568 6 34 58
1997 2076 2048 2568 6 33 59
1998 2076 2048 2568 5 34 58
1999 2076 2048 2568 5 36 59
2000 2076 2048 2568 6 32 57
2001 2076 2048 2568 5 34 57
2002 2076 2048 2568 5 34 57
2003 2076 2048 2568 7 34 58
2004 2076 2048 2568 7 32 58
2005 2076 2048 2568 5 34 57
2006 2076 2048 2568 5 34 59
2007 2076 2048 2568 6 34 59
2008 2076 2048 2568 7 33 58
2009 2076 2048 2568 7 34 58
2010 2076 2048 2572 6 33 59
2011 2076 2048 2572 4 34 56
2012 2076 2048 2568 6 33 57
2013 2076 2048 2568 7 36 59
2014 2076 2048 2568 7 35 57
2015 2076 2048 2568 5 34 56
2016 2076 2048 2568 6 32 55
2017 2076 2048 2568 6 34 57
2018 2076 2048 2564 8 32 58
2019 2076 2048 2568 5 35 58
2020 2076 2048 2568 4 36 58
2021 2076 2044 2568 7 33 58
2022 2076 2044 2568 6 35 56
2023 2076 2044 2568 6 34 59
2024 2076 2044 2568 4 33 60
2025 2076 2044 2568 7 34 57
2026 2076 2044 2568 5 33 58
2027 2076 2044 2568 6 30 56
2028 2076 2044 2568 4 35 58
2029 2076 2044 2568 7 34 59
2030 2072 2044 2568 6 34 59
2031 2072 2044 2568 6 34 57
2032 2072 2048 2568 5 35 57
2033 2072 2044 2568 6 33 59
2034 2072 2048 2568 5 32 58
2035 2072 2044 2568 7 35 58
2036 2072 2044 2568 5 32 58
2037 2072 2044 2568 5 33 56
2038 2072 2048 2568 7 31 57
2039 2072 2044 2568 6 34 54
2040 2076 2044 2568 6 33 56
2041 2076 2044 2568 4 33 58
2042 2076 2044 2568 5 34 55
2043 2076 2044 2568 4 34 58
2044 2076 2048 2568 7 37 59
2045 2076 2048 2568 5 33 57
2046 2076 2048 2568 5 34 57
2047 2076 2048 2568 8 34 59
2048 2076 2048 2568 6 35 57
2049 2072 2048 2568 6 34 58
2050 2072 2048 2568 5 35 57
2051 2072 2048 2568 6 33 58
2052 2072 2048 2568 6 34 57
2053 2072 2048 2568 8 34 56
2054 2072 2048 2568 5 33 59
2055 2072 2048 2568 5 32 56
2056 2072 2048 2568 6 34 56
2057 2072 2044 2568 5 34 57
2058 2076 2044 2568 7 33 58
2059 2076 2044 2568 4 36 56
2060 2076 2044 2568 5 36 58
2061 2076 2044 2568 4 34 57
2062 2076 2044 2568 7 33 57
2063 2076 2044 2568 5 36 57
2064 2076 2044 2568 5 35 57
2065 2076 2044 2568 6 35 57
2066 2076 2044 2564 7 33 58
2067 2076 2044 2568 7 34 57
2068 2076 2044 2564 6 33 59
2069 2076 2044 2568 5 34 56
2070 2076 2044 2568 5 34 57
2071 2076 2044 2568 5 32 57
2072 2076 2044 2568 5 32 59
2073 2076 2048 2568 5 32 57
2074 2076 2048 2568 6 36 56
2075 2076 2048 2568 4 33 58
2076 2076 2048 2568 6 33 57
2077 2076 2048 2568 5 36 58
2078 2076 2048 2568 6 33 58
2079 2076 2048 2568 6 33 56
2080 2076 2048 2568 8 32 60
2081 2076 2044 2564 6 35 57
2082 2076 2048 2568 6 33 58
2083 2076 2044 2568 5 32 57
2084 2076 2044 2568 6 36 56
2085 2076 2044 2568 6 36 58
2086 2076 2044 2572 5 33 58
2087 2076 2044 2572 6 34 57
2088 2076 2048 2572 7 35 58
2089 2076 2048 2572 5 33 59
2090 2076 2048 2572 6 35 59
2091 2076 2048 2568 6 33 58
2092 2076 2048 2568 5 34 60
2093 2076 2048 2568 4 34 57
2094 2076 2048 2568 6 34 58
2095 2076 2048 2568 7 36 58
2096 2076 2048 2568 5 35 59
2097 2076 2048 2568 7 34 57
2098 2076 2048 2568 6 33 58
2099 2076 2048 2568 5 33 59
2100 2076 2048 2568 7 35 58
2101 2076 2048 2568 5 34 58
2102 2076 2048 2568 6 35 58
2103 2076 2048 2568 7 34 58
2104 2076 2048 2568 5 34 55
2105 2072 2044 2568 6 35 58
2106 2072 2044 2568 5 34 58
2107 2072 2044 2568 6 34 58
2108 2072 2048 2568 6 35 59
2109 2072 2048 2564 8 36 59
2110 2072 2048 2564 8 36 57
2111 2072 2048 2564 5 35 58
2112 2072 2048 2564 5 32 59
2113 2072 2048 2564 7 33 59
2114 2076 2044 2564 4 34 56
2115 2072 2048 2564 5 32 57
2116 2072 2044 2564 6 33 56
2117 2072 2044 2568 6 33 59
2118 2072 2048 2568 6 34 60
2119 2076 2048 2568 6 33 58
2120 2076 2048 2568 5 36 57
2121 2076 2048 2568 7 36 58
2122 2076 2048 2572 8 36 57
2123 2076 2048 2568 6 32 58
2124 2076 2048 2568 6 31 60
2125 2076 2048 2572 6 36 57
2126 2080 2044 2572 9 35 59
2127 2080 2044 2572 6 32 57
2128 2080 2044 2572 6 32 58
2129 2080 2044 2572 6 32 58
2130 2080 2044 2568 6 35 57
2131 2076 2044 2568 5 33 58
2132 2076 2044 2568 7 33 59
2133 2076 2044 2568 7 34 57
2134 2076 2044 2568 6 33 58
2135 2076 2044 2568 6 35 58
2136 2076 2044 2568 6 35 56
2137 2076 2048 2568 5 37 57
2138 2076 2044 2568 7 34 56
2139 2076 2048 2568 5 32 58
2140 2076 2048 2568 5 33 59
2141 2076 2048 2568 7 35 57
2142 2076 2048 2568 6 32 58
2143 2076 2048 2568 5 33 55
2144 2076 2048 2568 6 33 59
2145 2076 2048 2568 7 34 56
2146 2076 2048 2568 5 34 58
2147 2076 2048 2568 5 35 57
2148 2076 2048 2568 7 34 57
2149 2076 2048 2568 6 34 58
2150 2076 2048 2568 6 33 57
2151 2076 2048 2568 6 32 57
2152 2076 2048 2568 6 36 58
2153 2076 2048 2568 6 33 58
2154 2076 2044 2568 5 32 58
2155 2076 2044 2568 6 34 58
2156 2076 2044 2568 6 34 58
2157 2076 2044 2568 5 33 57
2158 2076 2044 2568 6 35 57
2159 2076 2044 2568 7 34 57
2160 2076 2044 2568 6 34 57
2161 2076 2044 2568 6 34 58
2162 2076 2044 2568 7 32 56
2163 2076 2044 2568 5 35 57
2164 2076 2044 2568 5 33 59
2165 2076 2044 2568 5 33 58
2166 2076 2044 2568 5 33 58
2167 2076 2044 2568 5 33 57
2168 2076 2044 2568 5 31 58
2169 2076 2044 2564 7 33 56
2170 2076 2048 2568 7 34 58
2171 2076 2048 2564 5 36 57
2172 2076 2048 2564 6 34 57
2173 2076 2048 2564 4 31 57
2174 2076 2048 2564 5 34 57
2175 2076 2048 2564 5 35 58
2176 2076 2048 2564 5 34 59
2177 2076 2048 2564 5 35 57
2178 2076 2048 2564 6 36 58
2179 2076 2044 2564 4 33 56
2180 2072 2044 2568 6 36 58
2181 2076 2048 2568 6 34 58
2182 2076 2048 2568 6 33 56
2183 2072 2048 2564 5 37 55
2184 2076 2048 2564 4 34 58
2185 2076 2048 2568 5 32 57
2186 2076 2048 2568 4 34 57
2187 2072 2048 2568 6 34 58
2188 2076 2048 2568 6 35 59
2189 2076 2048 2568 5 32 56
2190 2076 2048 2568 4 33 58
2191 2076 2048 2572 6 36 58
2192 2076 2048 2572 7 36 58
2193 2076 2048 2572 5 34 57
2194 2076 2048 2572 7 34 59
2195 2076 2048 2568 5 33 59
2196 2076 2048 2568 5 34 59
2197 2076 2048 2568 6 36 57
2198 2076 2044 2568 7 34 58
2199 2076 2048 2572 4 35 60
2200 2076 2044 2568 7 33 59
2201 2076 2048 2568 5 32 58
2202 2076 2048 2568 5 33 57
2203 2076 2048 2568 5 35 55
2204 2076 2044 2568 5 34 55
2205 2076 2044 2568 6 34 57
2206 2076 2048 2568 7 36 59
2207 2076 2044 2564 3 34 58
2208 2076 2048 2564 5 33 58
2209 2076 2048 2568 5 35 58
2210 2076 2048 2568 6 36 59
2211 2076 2048 2568 7 31 57
2212 2076 2048 2568 5 36 58
2213 2076 2048 2568 7 35 58
2214 2076 2048 2568 5 35 58
2215 2076 2048 2568 5 33 58
2216 2076 2048 2568 6 35 59
2217 2076 2048 2568 6 33 59
2218 2076 2048 2568 7 35 56
2219 2076 2048 2568 4 33 58
2220 2076 2048 2572 4 33 58
2221 2076 2048 2572 6 34 56
2222 2076 2048 2568 6 34 58
2223 2076 2048 2572 4 35 58
2224 2076 2048 2572 5 34 58
2225 2076 2048 2568 5 36 59
2226 2076 2048 2568 8 35 58
2227 2076 2048 2568 6 32 59
2228 2076 2048 2568 5 36 57
2229 2076 2048 2568 6 35 58
2230 2076 2048 2568 4 32 56
2231 2076 2048 2568 7 33 57
2232 2076 2048 2568 5 34 57
2233 2076 2048 2568 5 35 58
2234 2076 2048 2568 6 35 58
2235 2076 2048 2568 6 32 57
2236 2076 2048 2568 6 34 57
2237 2076 2048 2568 6 32 56
2238 2072 2048 2568 6 33 57
2239 2072 2048 2564 6 34 55
2240 2072 2048 2568 6 33 58
2241 2072 2048 2568 5 31 59
2242 2072 2048 2568 4 34 58
2243 2076 2048 2568 6 33 58
2244 2076 2048 2568 5 33 59
2245 2072 2048 2568 6 33 58
2246 2072 2048 2568 4 33 58
2247 2072 2048 2568 4 35 58
2248 2072 2048 2568 5 33 56
2249 2072 2048 2568 4 33 59
2250 2072 2048 2568 5 32 59
2251 2072 2052 2568 7 34 58
2252 2072 2048 2568 6 35 56
2253 2072 2048 2568 5 34 57
2254 2076 2048 2568 6 34 57
2255 2076 2052 2568 5 34 58
2256 2076 2052 2568 4 34 55
2257 2076 2052 2568 7 34 58
2258 2076 2052 2568 6 33 57
2259 2076 2052 2568 7 33 59
2260 2076 2052 2568 4 34 57
2261 2076 2052 2568 6 32 58
2262 2076 2052 2568 7 35 58
2263 2076 2048 2568 6 36 57
2264 2076 2048 2568 7 34 57
2265 2076 2048 2568 7 37 57
2266 2076 2048 2564 7 34 57
2267 2076 2048 2564 7 36 57
2268 2076 2048 2564 4 32 57
2269 2076 2048 2564 5 33 56
2270 2076 2048 2564 6 34 57
2271 2076 2048 2564 7 33 59
2272 2076 2048 2564 6 33 57
2273 2076 2048 2564 7 32 57
2274 2076 2048 2564 5 33 58
2275 2072 2048 2564 6 32 57
2276 2076 2048 2564 6 34 57
2277 2072 2048 2564 5 33 58
2278 2076 2048 2568 7 32 58
2279 2076 2048 2568 4 35 56
2280 2076 2048 2568 5 34 57
2281 2076 2048 2568 6 32 59
2282 2076 2048 2568 7 33 57
2283 2076 2048 2568 5 34 58
2284 2076 2048 2568 6 34 57
2285 2076 2048 2568 5 32 58
2286 2076 2048 2568 7 34 59
2287 2076 2048 2568 6 35 57
2288 2076 2052 2568 5 34 57
2289 2076 2048 2568 5 35 57
2290 2076 2048 2568 5 34 59
2291 2076 2048 2568 6 33 58
2292 2076 2048 2568 5 33 57
2293 2076 2048 2568 5 37 58
2294 2076 2048 2568 7 34 57
2295 2076 2048 2568 5 34 57
2296 2076 2048 2568 5 33 59
2297 2076 2048 2568 6 33 59
2298 2076 2048 2568 4 34 58
2299 2076 2048 2568 4 32 58
2300 2076 2048 2568 8 35 57
2301 2076 2048 2568 7 33 58
2302 2076 2048 2572 6 36 59
2303 2076 2048 2568 9 32 57
2304 2076 2048 2568 6 32 59
2305 2072 2048 2572 5 36 57
2306 2072 2048 2572 7 34 58
2307 2072 2048 2572 4 35 60
2308 2072 2048 2572 5 33 59
2309 2072 2048 2572 6 33 58
2310 2076 2048 2572 7 36 58
2311 2076 2048 2568 6 34 58
2312 2076 2048 2568 6 34 58
2313 2076 2048 2568 5 35 58
2314 2076 2048 2568 3 32 58
2315 2076 2048 2568 6 34 57
2316 2076 2048 2568 4 34 59
2317 2076 2048 2568 5 32 58
2318 2076 2048 2568 5 34 58
2319 2076 2048 2568 6 34 58
2320 2076 2048 2568 5 36 57
2321 2076 2048 2568 9 33 57
2322 2076 2048 2568 5 32 57
2323 2076 2048 2568 6 35 58
2324 2076 2048 2568 5 36 59
2325 2076 2048 2568 8 34 56
2326 2076 2048 2568 6 34 57
2327 2076 2048 2568 5 35 58
2328 2076 2048 2568 4 33 58
2329 2076 2048 2568 5 35 56
2330 2076 2048 2568 6 36 58
2331 2076 2048 2568 6 36 58
2332 2076 2048 2568 6 34 59
2333 2076 2048 2568 6 34 58
2334 2076 2048 2568 7 33 57
2335 2076 2048 2568 6 34 57
2336 2076 2048 2568 5 34 58
2337 2076 2048 2568 6 34 59
2338 2076 2048 2568 4 35 58
2339 2072 2048 2568 6 34 58
2340 2072 2048 2568 6 35 58
2341 2072 2048 2568 5 34 58
2342 2072 2048 2568 5 34 58
2343 2072 2044 2568 5 35 58
2344 2072 2044 2568 5 34 58
2345 2072 2048 2568 6 32 58
2346 2072 2048 2568 6 33 58
2347 2076 2048 2568 4 35 60
2348 2076 2048 2568 8 33 57
2349 2076 2048 2572 5 34 60
2350 2076 2048 2568 5 34 57
2351 2076 2048 2568 6 34 56
2352 2076 2052 2572 7 32 57
2353 2076 2048 2572 4 32 58
2354 2076 2048 2568 7 32 59
2355 2076 2048 2568 5 34 57
2356 2076 2048 2568 5 34 57
2357 2076 2048 2568 5 33 58
2358 2076 2048 2568 4 33 57
2359 2076 2048 2568 3 35 57
2360 2076 2048 2568 5 37 58
2361 2076 2048 2568 7 35 59
2362 2076 2048 2568 6 35 56
2363 2076 2048 2568 5 34 57
2364 2076 2048 2568 6 33 57
2365 2076 2048 2568 5 33 57
2366 2076 2048 2568 6 37 59
2367 2076 2048 2568 6 35 58
2368 2076 2048 2564 5 35 58
2369 2076 2048 2564 4 34 56
2370 2076 2048 2568 6 34 57
2371 2076 2048 2568 5 34 56
2372 2076 2048 2568 7 35 57
2373 2076 2048 2568 6 32 57
2374 2076 2048 2568 6 35 57
2375 2076 2048 2568 6 31 59
2376 2076 2048 2572 5 33 56
2377 2072 2048 2572 6 34 57
2378 2076 2048 2572 6 37 58
2379 2072 2048 2572 7 33 60
2380 2072 2048 2572 5 34 56
2381 2072 2048 2572 6 35 59
2382 2076 2048 2568 4 33 58
2383 2072 2048 2568 6 35 58
