t_s,seq,gx_dps,gy_dps,gz_dps,ax_g,ay_g,az_g,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
3.893,8125,-0.05,0.12,0.07,-0.028,-0.012,-0.988,2068,2056,2568,17,35,55
3.898,8126,-0.05,0.12,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,35,56
3.903,8127,-0.05,0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,17,36,57
3.908,8128,-0.05,0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,36,56
3.913,8129,-0.12,-0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,16,39,56
3.918,8130,-0.12,-0.12,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,16,39,57
3.923,8131,0.01,0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,36,56
3.928,8132,0.01,-0.12,0.07,-0.028,-0.012,-0.988,2068,2056,2568,18,39,55
3.933,8133,-0.05,0.06,0.07,-0.028,-0.012,-0.988,2068,2056,2568,17,36,55
3.938,8134,0.01,-0.00,0.07,-0.020,-0.012,-0.995,2072,2056,2572,18,37,55
3.943,8135,0.01,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,38,56
3.948,8136,-0.05,0.06,0.01,-0.020,-0.012,-0.988,2072,2056,2568,17,36,56
3.953,8137,0.01,-0.00,-0.05,-0.020,-0.012,-0.988,2072,2056,2568,18,37,57
3.958,8138,0.07,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,19,37,56
3.963,8139,-0.12,-0.06,0.07,-0.028,-0.012,-0.988,2068,2056,2568,16,38,55
3.968,8140,0.01,-0.00,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,18,37,57
3.973,8141,-0.05,0.12,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,35,56
3.978,8142,-0.12,-0.00,0.01,-0.020,-0.012,-0.995,2072,2056,2572,16,37,56
3.983,8143,-0.05,0.12,0.07,-0.020,-0.012,-0.995,2072,2056,2572,17,35,55
3.988,8144,0.07,0.12,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,19,35,57
3.993,8145,-0.12,0.12,0.07,-0.020,-0.012,-0.995,2072,2056,2572,16,35,55
3.998,8146,0.01,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,38,56
4.003,8147,0.01,-0.00,-0.12,-0.020,-0.012,-0.995,2072,2056,2572,18,37,58
4.008,8148,-0.12,0.06,-0.05,-0.020,-0.012,-0.988,2072,2056,2568,16,36,57
4.013,8149,0.01,0.12,-0.12,-0.020,-0.012,-0.988,2072,2056,2568,18,35,58
4.018,8150,-0.12,-0.06,0.01,-0.020,-0.012,-0.988,2072,2056,2568,16,38,56
4.023,8151,-0.05,0.06,-0.05,-0.028,-0.020,-0.988,2068,2060,2568,17,36,57
4.028,8152,0.01,-0.00,0.01,-0.028,-0.020,-0.988,2068,2060,2568,18,37,56
4.033,8153,-0.05,-0.06,0.13,-0.028,-0.020,-0.988,2068,2060,2568,17,38,54
4.038,8154,-0.05,-0.00,0.13,-0.028,-0.020,-0.988,2068,2060,2568,17,37,54
4.043,8155,-0.05,0.06,-0.05,-0.028,-0.020,-0.988,2068,2060,2568,17,36,57
4.048,8156,-0.12,0.06,-0.05,-0.028,-0.020,-0.988,2068,2060,2568,16,36,57
4.053,8157,-0.05,0.06,-0.12,-0.028,-0.012,-0.988,2068,2056,2568,17,36,58
4.058,8158,-0.05,-0.18,0.01,-0.028,-0.020,-0.988,2068,2060,2568,17,40,56
4.063,8159,0.07,0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,19,36,57
4.069,8160,-0.05,-0.00,-0.12,-0.028,-0.012,-0.988,2068,2056,2568,17,37,58
4.073,8161,-0.05,-0.00,-0.05,-0.028,-0.020,-0.988,2068,2060,2568,17,37,57
4.078,8162,0.01,-0.12,-0.12,-0.028,-0.020,-0.988,2068,2060,2568,18,39,58
4.083,8163,0.01,-0.06,0.01,-0.028,-0.020,-0.988,2068,2060,2568,18,38,56
4.088,8164,-0.05,-0.00,0.07,-0.028,-0.012,-0.988,2068,2056,2568,17,37,55
4.093,8165,0.07,-0.00,0.01,-0.028,-0.020,-0.988,2068,2060,2568,19,37,56
4.098,8166,0.01,0.06,0.01,-0.028,-0.020,-0.988,2068,2060,2568,18,36,56
4.103,8167,-0.12,-0.12,0.01,-0.028,-0.020,-0.988,2068,2060,2568,16,39,56
4.109,8168,0.01,-0.12,-0.05,-0.028,-0.020,-0.988,2068,2060,2568,18,39,57
4.113,8169,0.01,0.12,0.01,-0.028,-0.020,-0.995,2068,2060,2572,18,35,56
4.118,8170,-0.12,0.12,0.01,-0.028,-0.020,-0.995,2068,2060,2572,16,35,56
4.123,8171,0.01,-0.00,0.01,-0.028,-0.020,-0.995,2068,2060,2572,18,37,56
4.128,8172,0.07,0.06,-0.12,-0.028,-0.020,-0.995,2068,2060,2572,19,36,58
4.133,8173,-0.12,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,16,37,56
4.138,8174,0.01,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,38,56
4.143,8175,0.01,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,38,56
4.149,8176,0.01,-0.06,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,18,38,57
4.153,8177,0.01,0.12,0.01,-0.020,-0.012,-0.988,2072,2056,2568,18,35,56
4.158,8178,0.01,0.06,0.01,-0.020,-0.012,-0.988,2072,2056,2568,18,36,56
4.163,8179,-0.12,0.06,-0.05,-0.020,-0.012,-0.988,2072,2056,2568,16,36,57
4.168,8180,0.01,-0.06,-0.05,-0.020,-0.012,-0.988,2072,2056,2568,18,38,57
4.173,8181,0.07,-0.00,0.01,-0.020,-0.012,-0.988,2072,2056,2568,19,37,56
4.178,8182,0.01,-0.06,0.01,-0.020,-0.020,-0.988,2072,2060,2568,18,38,56
4.183,8183,-0.05,-0.00,0.01,-0.020,-0.020,-0.988,2072,2060,2568,17,37,56
4.189,8184,0.01,0.12,0.01,-0.020,-0.012,-0.988,2072,2056,2568,18,35,56
4.193,8185,-0.05,0.18,-0.05,-0.020,-0.012,-0.988,2072,2056,2568,17,34,57
4.198,8186,0.07,-0.00,0.07,-0.020,-0.012,-0.988,2072,2056,2568,19,37,55
4.203,8187,0.01,0.06,0.01,-0.020,-0.012,-0.988,2072,2056,2568,18,36,56
4.208,8188,-0.18,-0.18,-0.05,-0.028,-0.020,-0.995,2068,2060,2572,15,40,57
4.213,8189,-0.18,-0.00,0.07,-0.028,-0.012,-0.995,2068,2056,2572,15,37,55
4.219,8190,-0.12,-0.12,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,16,39,57
4.223,8191,-0.18,-0.00,0.07,-0.028,-0.012,-0.995,2068,2056,2572,15,37,55
4.229,8192,-0.05,0.06,0.13,-0.028,-0.012,-0.995,2068,2056,2572,17,36,54
4.234,8193,0.01,0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,36,56
4.239,8194,-0.18,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,15,38,56
4.244,8195,-0.05,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,37,56
4.249,8196,0.13,-0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,20,39,56
4.254,8197,0.01,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,37,56
4.259,8198,-0.05,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,37,56
4.264,8199,0.01,0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,36,56
4.269,8200,0.07,-0.00,0.07,-0.028,-0.012,-0.995,2068,2056,2572,19,37,55
4.274,8201,0.13,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,20,37,56
4.279,8202,-0.12,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,16,37,56
4.284,8203,0.01,-0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,38,56
4.289,8204,-0.12,0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,16,36,57
4.294,8205,-0.12,0.12,0.01,-0.028,-0.012,-0.988,2068,2056,2568,16,35,56
4.299,8206,-0.05,-0.00,0.07,-0.028,-0.012,-0.988,2068,2056,2568,17,37,55
4.304,8207,-0.12,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,16,38,56
4.309,8208,-0.05,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,37,56
4.314,8209,0.07,-0.06,0.07,-0.028,-0.012,-0.988,2068,2056,2568,19,38,55
4.319,8210,0.01,-0.12,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,18,39,57
4.324,8211,0.01,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,37,56
4.329,8212,-0.12,0.06,-0.12,-0.028,-0.012,-0.988,2068,2056,2568,16,36,58
4.334,8213,-0.12,0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,16,36,56
4.339,8214,-0.05,-0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,38,56
4.344,8215,-0.12,-0.00,0.07,-0.028,-0.012,-0.988,2068,2056,2568,16,37,55
4.349,8216,-0.12,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,16,37,56
4.354,8217,-0.12,-0.00,-0.12,-0.028,-0.012,-0.988,2068,2056,2568,16,37,58
4.359,8218,-0.12,0.12,0.07,-0.028,-0.012,-0.988,2068,2056,2568,16,35,55
4.364,8219,0.01,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,37,56
4.369,8220,-0.05,-0.06,-0.12,-0.028,-0.012,-0.988,2068,2056,2568,17,38,58
4.374,8221,-0.05,0.12,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,35,56
4.379,8222,-0.05,0.18,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,34,56
4.384,8223,0.01,0.12,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,18,35,57
4.389,8224,-0.05,-0.12,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,39,56
4.394,8225,-0.05,-0.06,0.07,-0.028,-0.012,-0.988,2068,2056,2568,17,38,55
4.399,8226,-0.18,-0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,15,38,57
4.404,8227,-0.18,0.12,0.07,-0.028,-0.012,-0.988,2068,2056,2568,15,35,55
4.409,8228,0.01,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,37,56
4.414,8229,-0.05,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,37,56
4.419,8230,0.01,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,37,56
4.424,8231,0.01,-0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,38,56
4.429,8232,-0.12,-0.12,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,16,39,57
4.434,8233,-0.12,-0.00,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,16,37,57
4.439,8234,-0.12,0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,16,36,56
4.444,8235,-0.05,0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,35,56
4.449,8236,0.01,0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,36,56
4.454,8237,-0.05,-0.00,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,17,37,57
4.459,8238,-0.05,-0.00,0.07,-0.020,-0.012,-0.995,2072,2056,2572,17,37,55
4.464,8239,-0.12,-0.06,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,16,38,57
4.469,8240,-0.05,0.06,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,17,36,57
4.474,8241,-0.05,-0.06,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,17,38,57
4.479,8242,-0.05,-0.06,0.01,-0.020,-0.012,-0.988,2072,2056,2568,17,38,56
4.484,8243,-0.12,0.06,0.01,-0.020,-0.012,-0.988,2072,2056,2568,16,36,56
4.489,8244,-0.05,0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,36,56
4.494,8245,0.01,-0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,38,56
4.499,8246,-0.12,0.12,0.07,-0.028,-0.020,-0.988,2068,2060,2568,16,35,55
4.504,8247,0.07,-0.00,0.07,-0.028,-0.020,-0.988,2068,2060,2568,19,37,55
4.509,8248,0.07,0.06,0.07,-0.028,-0.020,-0.988,2068,2060,2568,19,36,55
4.514,8249,0.01,0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,36,56
4.519,8250,-0.12,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,16,37,56
4.524,8251,0.01,-0.00,0.07,-0.028,-0.012,-0.988,2068,2056,2568,18,37,55
4.529,8252,0.01,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,37,56
4.534,8253,-0.05,-0.12,0.07,-0.028,-0.012,-0.988,2068,2056,2568,17,39,55
4.539,8254,-0.05,-0.06,0.01,-0.020,-0.012,-0.988,2072,2056,2568,17,38,56
4.544,8255,-0.12,-0.00,0.07,-0.028,-0.012,-0.988,2068,2056,2568,16,37,55
4.549,8256,-0.05,-0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,38,56
4.554,8257,-0.05,0.12,0.07,-0.028,-0.012,-0.988,2068,2056,2568,17,35,55
4.559,8258,-0.12,0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,16,36,57
4.564,8259,-0.18,0.06,0.07,-0.028,-0.012,-0.988,2068,2056,2568,15,36,55
4.569,8260,-0.12,-0.00,0.07,-0.028,-0.012,-0.988,2068,2056,2568,16,37,55
4.574,8261,0.13,0.06,0.19,-0.020,-0.012,-0.995,2072,2056,2572,20,36,53
4.579,8262,-0.05,-0.06,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,17,38,57
4.584,8263,-0.05,-0.00,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,17,37,57
4.589,8264,-0.05,-0.00,0.01,-0.020,-0.012,-0.995,2072,2056,2572,17,37,56
4.594,8265,-0.12,-0.12,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,16,39,57
4.599,8266,-0.05,-0.00,0.01,-0.020,-0.012,-0.995,2072,2056,2572,17,37,56
4.604,8267,-0.05,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,17,38,56
4.609,8268,-0.05,0.12,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,17,35,57
4.614,8269,0.01,0.06,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,18,36,57
4.619,8270,-0.05,-0.00,0.07,-0.028,-0.012,-0.995,2068,2056,2572,17,37,55
4.624,8271,-0.12,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,16,37,56
4.629,8272,-0.05,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,17,38,56
4.634,8273,0.07,0.06,-0.12,-0.020,-0.012,-0.995,2072,2056,2572,19,36,58
4.639,8274,-0.05,-0.12,0.07,-0.020,-0.012,-0.995,2072,2056,2572,17,39,55
4.644,8275,-0.05,0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,36,56
4.649,8276,-0.12,-0.00,0.07,-0.028,-0.012,-0.995,2068,2056,2572,16,37,55
4.654,8277,-0.05,-0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,39,56
4.659,8278,0.07,0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,19,36,56
4.664,8279,-0.05,0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,36,56
4.669,8280,-0.18,-0.00,0.07,-0.028,-0.012,-0.988,2068,2056,2568,15,37,55
4.674,8281,-0.12,0.12,0.07,-0.028,-0.012,-0.988,2068,2056,2568,16,35,55
4.679,8282,0.01,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,37,56
4.684,8283,0.01,-0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,18,38,57
4.689,8284,-0.05,-0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,17,38,57
4.694,8285,-0.12,-0.06,0.07,-0.028,-0.012,-0.988,2068,2056,2568,16,38,55
4.699,8286,-0.05,-0.00,0.07,-0.028,-0.012,-0.988,2068,2056,2568,17,37,55
4.704,8287,0.07,0.12,0.07,-0.028,-0.012,-0.988,2068,2056,2568,19,35,55
4.709,8288,0.01,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,38,56
4.714,8289,-0.05,-0.18,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,17,40,57
4.719,8290,-0.05,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,38,56
4.724,8291,-0.05,-0.12,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,17,39,57
4.729,8292,0.01,-0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,39,56
4.734,8293,0.07,-0.06,0.07,-0.028,-0.012,-0.995,2068,2056,2572,19,38,55
4.739,8294,-0.05,-0.00,0.07,-0.028,-0.012,-0.995,2068,2056,2572,17,37,55
4.744,8295,0.01,0.06,-0.12,-0.028,-0.012,-0.995,2068,2056,2572,18,36,58
4.749,8296,-0.18,-0.00,-0.12,-0.028,-0.012,-0.988,2068,2056,2568,15,37,58
4.754,8297,-0.05,-0.00,0.07,-0.028,-0.012,-0.995,2068,2056,2572,17,37,55
4.759,8298,0.01,0.18,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,34,56
4.764,8299,0.01,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,37,56
4.769,8300,-0.05,0.06,0.07,-0.028,-0.012,-0.995,2068,2056,2572,17,36,55
4.774,8301,0.01,0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,18,36,57
4.779,8302,-0.05,0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,17,36,57
4.784,8303,0.01,0.06,0.07,-0.028,-0.012,-0.988,2068,2056,2568,18,36,55
4.789,8304,0.07,-0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,19,38,56
4.794,8305,-0.05,0.18,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,34,56
4.799,8306,-0.05,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,37,56
4.804,8307,-0.05,-0.00,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,17,37,57
4.809,8308,0.01,0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,18,36,57
4.814,8309,-0.12,0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,16,36,57
4.819,8310,-0.12,-0.06,0.07,-0.028,-0.012,-0.988,2068,2056,2568,16,38,55
4.824,8311,0.01,-0.12,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,39,56
4.829,8312,0.01,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,18,37,56
4.834,8313,-0.05,-0.00,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,37,56
4.839,8314,0.01,-0.00,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,37,56
4.844,8315,0.01,-0.06,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,18,38,57
4.849,8316,0.01,-0.00,-0.12,-0.020,-0.012,-0.995,2072,2056,2572,18,37,58
4.854,8317,-0.05,-0.12,0.13,-0.020,-0.012,-0.988,2072,2056,2568,17,39,54
4.859,8318,-0.05,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,17,38,56
4.864,8319,-0.12,0.06,0.07,-0.020,-0.012,-0.995,2072,2056,2572,16,36,55
4.870,8320,0.01,0.06,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,18,36,57
4.874,8321,-0.12,0.12,0.07,-0.020,-0.012,-0.995,2072,2056,2572,16,35,55
4.879,8322,-0.12,-0.06,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,16,38,57
4.884,8323,-0.05,-0.00,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,17,37,57
4.889,8324,-0.18,0.06,0.01,-0.028,-0.020,-0.995,2068,2060,2572,15,36,56
4.894,8325,-0.12,-0.00,0.01,-0.020,-0.012,-0.995,2072,2056,2572,16,37,56
4.899,8326,-0.18,0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,15,36,56
4.904,8327,-0.05,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,37,56
4.909,8328,0.01,-0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,39,56
4.914,8329,0.01,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,37,56
4.919,8330,0.07,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,19,37,56
4.924,8331,-0.12,-0.18,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,16,40,57
4.929,8332,-0.12,0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,16,36,56
4.934,8333,-0.12,-0.00,0.07,-0.028,-0.012,-0.995,2068,2056,2572,16,37,55
4.939,8334,-0.12,0.06,0.07,-0.028,-0.012,-0.995,2068,2056,2572,16,36,55
4.944,8335,0.01,-0.00,0.07,-0.028,-0.012,-0.995,2068,2056,2572,18,37,55
4.949,8336,-0.05,-0.00,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,17,37,57
4.954,8337,-0.05,0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,36,56
4.959,8338,-0.12,-0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,16,39,56
4.964,8339,0.07,-0.18,0.07,-0.028,-0.012,-0.995,2068,2056,2572,19,40,55
4.969,8340,-0.05,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,37,56
4.974,8341,0.01,-0.06,0.07,-0.028,-0.012,-0.995,2068,2056,2572,18,38,55
4.979,8342,0.01,-0.18,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,18,40,57
4.984,8343,-0.05,-0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,39,56
4.989,8344,0.01,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,38,56
4.994,8345,-0.05,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,38,56
4.999,8346,-0.05,-0.18,0.01,-0.020,-0.012,-0.995,2072,2056,2572,17,40,56
5.004,8347,0.07,-0.12,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,19,39,57
5.009,8348,0.01,-0.06,-0.05,-0.020,-0.012,-0.995,2072,2056,2572,18,38,57
5.014,8349,-0.05,-0.00,0.01,-0.020,-0.012,-0.995,2072,2056,2572,17,37,56
5.019,8350,0.01,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,38,56
5.024,8351,0.13,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,20,38,56
5.029,8352,0.01,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,38,56
5.034,8353,0.01,-0.12,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,39,56
5.039,8354,0.01,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,38,56
5.044,8355,0.07,-0.18,0.13,-0.028,-0.012,-0.995,2068,2056,2572,19,40,54
5.049,8356,0.01,-0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,39,56
5.054,8357,-0.05,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,38,56
5.059,8358,0.01,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,38,56
5.064,8359,0.01,-0.06,0.07,-0.028,-0.012,-0.995,2068,2056,2572,18,38,55
5.069,8360,-0.05,-0.06,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,17,38,57
5.074,8361,0.01,0.18,0.07,-0.028,-0.012,-0.995,2068,2056,2572,18,34,55
5.079,8362,0.07,0.18,0.07,-0.028,-0.012,-0.995,2068,2056,2572,19,34,55
5.084,8363,-0.05,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,37,56
5.089,8364,0.01,-0.06,0.07,-0.028,-0.012,-0.995,2068,2056,2572,18,38,55
5.094,8365,0.01,-0.00,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,18,37,57
5.099,8366,-0.12,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,16,37,56
5.104,8367,-0.18,-0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,15,39,56
5.109,8368,-0.05,0.06,0.07,-0.028,-0.012,-0.995,2068,2056,2572,17,36,55
5.114,8369,-0.05,0.12,-0.05,-0.028,-0.012,-0.995,2068,2056,2572,17,35,57
5.119,8370,0.01,0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,35,56
5.124,8371,-0.05,-0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,38,56
5.129,8372,0.01,0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,35,56
5.134,8373,-0.05,0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,17,36,57
5.139,8374,-0.05,0.06,0.01,-0.020,-0.012,-0.988,2072,2056,2568,17,36,56
5.144,8375,0.01,-0.06,-0.05,-0.028,-0.012,-0.988,2068,2056,2568,18,38,57
5.149,8376,0.07,-0.06,-0.05,-0.020,-0.012,-0.988,2072,2056,2568,19,38,57
5.154,8377,-0.18,-0.06,0.13,-0.020,-0.012,-0.988,2072,2056,2568,15,38,54
5.159,8378,0.07,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,19,38,56
5.164,8379,0.01,-0.06,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,38,56
5.169,8380,-0.05,0.24,0.01,-0.020,-0.012,-0.995,2072,2056,2572,17,33,56
5.174,8381,0.01,-0.00,0.01,-0.020,-0.012,-0.995,2072,2056,2572,18,37,56
5.179,8382,-0.12,-0.06,0.07,-0.020,-0.012,-0.995,2072,2056,2572,16,38,55
5.184,8383,0.01,-0.00,0.01,-0.020,-0.020,-0.995,2072,2060,2572,18,37,56
5.189,8384,0.01,-0.06,-0.05,-0.020,-0.020,-0.995,2072,2060,2572,18,38,57
5.194,8385,0.01,-0.06,0.01,-0.028,-0.020,-0.995,2068,2060,2572,18,38,56
5.199,8386,-0.05,-0.18,-0.12,-0.028,-0.012,-0.995,2068,2056,2572,17,40,58
5.204,8387,0.01,0.06,0.01,-0.028,-0.020,-0.995,2068,2060,2572,18,36,56
5.209,8388,0.01,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,37,56
5.214,8389,0.01,0.06,0.13,-0.020,-0.012,-0.995,2072,2056,2572,18,36,54
5.219,8390,-0.05,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,37,56
5.224,8391,-0.12,0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,16,36,56
5.230,8392,0.07,-0.06,0.07,-0.028,-0.004,-0.988,2068,2052,2568,19,38,55
5.234,8393,-0.05,-0.06,0.07,-0.028,-0.012,-0.988,2068,2056,2568,17,38,55
5.239,8394,0.01,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,37,56
5.244,8395,-0.18,0.06,0.07,-0.028,-0.012,-0.995,2068,2056,2572,15,36,55
5.249,8396,0.01,0.06,0.01,-0.028,-0.012,-0.995,2068,2056,2572,18,36,56
5.254,8397,-0.05,-0.06,0.01,-0.028,-0.012,-0.988,2068,2056,2568,17,38,56
5.259,8398,-0.05,-0.00,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,37,56
5.264,8399,-0.05,0.12,0.01,-0.028,-0.012,-0.995,2068,2056,2572,17,35,56
