t_s,seq,gx_dps,gy_dps,gz_dps,ax_g,ay_g,az_g,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
4.324,24649,-0.10,-0.02,-0.07,-0.020,-0.020,-0.980,2072,2060,2564,10,36,57
4.329,24650,-0.10,0.04,-0.07,-0.020,-0.020,-0.980,2072,2060,2564,10,35,57
4.334,24651,-0.04,-0.02,-0.01,-0.020,-0.020,-0.980,2072,2060,2564,11,36,56
4.339,24652,-0.04,0.04,-0.07,-0.020,-0.020,-0.980,2072,2060,2564,11,35,57
4.344,24653,-0.22,0.16,-0.07,-0.020,-0.020,-0.980,2072,2060,2564,8,33,57
4.349,24654,-0.16,-0.08,-0.01,-0.020,-0.020,-0.980,2072,2060,2564,9,37,56
4.354,24655,-0.16,-0.20,-0.07,-0.020,-0.012,-0.980,2072,2056,2564,9,39,57
4.359,24656,-0.10,-0.08,-0.01,-0.020,-0.012,-0.980,2072,2056,2564,10,37,56
4.364,24657,-0.10,-0.02,-0.13,-0.020,-0.012,-0.980,2072,2056,2564,10,36,58
4.369,24658,-0.10,0.04,-0.01,-0.020,-0.012,-0.980,2072,2056,2564,10,35,56
4.374,24659,0.02,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,36,57
4.379,24660,0.02,0.10,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,34,55
4.384,24661,-0.04,-0.08,-0.07,-0.020,-0.012,-0.980,2072,2056,2564,11,37,57
4.389,24662,-0.04,-0.02,-0.13,-0.020,-0.012,-0.980,2072,2056,2564,11,36,58
4.394,24663,0.02,-0.20,0.11,-0.020,-0.012,-0.980,2072,2056,2564,12,39,54
4.400,24664,-0.04,-0.39,0.11,-0.020,-0.012,-0.988,2072,2056,2568,11,42,54
4.404,24665,-0.10,-0.20,0.05,-0.020,-0.012,-0.988,2072,2056,2568,10,39,55
4.409,24666,0.27,-0.39,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,16,42,57
4.414,24667,-0.16,-0.08,-0.07,-0.028,-0.012,-0.988,2068,2056,2568,9,37,57
4.419,24668,-0.04,-0.45,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,43,56
4.424,24669,-0.04,-0.39,0.11,-0.020,-0.012,-0.988,2072,2056,2568,11,42,54
4.429,24670,-0.10,-0.20,0.05,-0.020,-0.012,-0.988,2072,2056,2568,10,39,55
4.434,24671,-0.04,-0.20,0.11,-0.020,-0.012,-0.988,2072,2056,2568,11,39,54
4.440,24672,0.08,-0.45,-0.26,-0.020,-0.012,-0.988,2072,2056,2568,13,43,60
4.444,24673,0.14,-0.33,0.05,-0.020,-0.012,-0.988,2072,2056,2568,14,41,55
4.449,24674,0.02,-0.45,0.11,-0.020,-0.012,-0.988,2072,2056,2568,12,43,54
4.454,24675,-0.16,-0.26,0.05,-0.020,-0.012,-0.988,2072,2056,2568,9,40,55
4.459,24676,0.21,-0.33,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,15,41,57
4.464,24677,0.51,0.16,0.05,-0.020,-0.012,-0.980,2072,2056,2564,20,33,55
4.469,24678,-0.04,-0.57,0.17,-0.012,-0.012,-0.988,2076,2056,2568,11,45,53
4.474,24679,-0.04,0.28,0.17,-0.020,-0.012,-0.988,2072,2056,2568,11,31,53
4.480,24680,0.21,-0.33,0.29,-0.020,-0.012,-0.988,2072,2056,2568,15,41,51
4.484,24681,0.27,0.10,0.11,-0.020,-0.012,-0.988,2072,2056,2568,16,34,54
4.489,24682,0.33,-0.02,0.17,-0.020,-0.012,-0.988,2072,2056,2568,17,36,53
4.494,24683,0.08,0.04,0.23,-0.020,-0.012,-0.988,2072,2056,2568,13,35,52
4.499,24684,0.33,0.10,0.23,-0.020,-0.012,-0.988,2072,2056,2568,17,34,52
4.504,24685,0.14,0.28,0.05,-0.020,-0.012,-0.988,2072,2056,2568,14,31,55
4.509,24686,-0.04,0.34,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,30,56
4.514,24687,0.02,0.22,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,32,55
4.520,24688,-0.16,0.34,0.05,-0.020,-0.020,-0.988,2072,2060,2568,9,30,55
4.525,24689,-0.10,0.40,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,10,29,56
4.530,24690,-0.16,0.28,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,9,31,58
4.534,24691,-0.28,0.28,-0.19,-0.020,-0.020,-0.988,2072,2060,2568,7,31,59
4.540,24692,-0.16,0.28,-0.13,-0.020,-0.020,-0.988,2072,2060,2568,9,31,58
4.544,24693,-0.10,0.22,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,10,32,58
4.550,24694,-0.10,0.28,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,10,31,58
4.555,24695,-0.22,0.16,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,8,33,58
4.560,24696,-0.10,0.16,-0.19,-0.020,-0.012,-0.988,2072,2056,2568,10,33,59
4.565,24697,0.02,0.16,-0.19,-0.020,-0.012,-0.988,2072,2056,2568,12,33,59
4.570,24698,0.14,-0.02,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,14,36,58
4.575,24699,0.08,-0.20,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,13,39,58
4.580,24700,0.14,-0.20,0.17,-0.020,-0.012,-0.988,2072,2056,2568,14,39,53
4.585,24701,0.21,-0.20,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,15,39,57
4.590,24702,0.27,-0.33,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,16,41,57
4.595,24703,0.39,-0.33,0.11,-0.020,-0.012,-0.988,2072,2056,2568,18,41,54
4.600,24704,0.39,-0.08,0.17,-0.020,-0.012,-0.988,2072,2056,2568,18,37,53
4.605,24705,0.39,-0.08,0.23,-0.020,-0.020,-0.988,2072,2060,2568,18,37,52
4.610,24706,0.33,-0.20,0.35,-0.020,-0.020,-0.988,2072,2060,2568,17,39,50
4.615,24707,0.08,-0.02,0.29,-0.020,-0.020,-0.988,2072,2060,2568,13,36,51
4.620,24708,-0.04,0.16,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,11,33,57
4.625,24709,-1.74,1.25,-0.56,-0.020,-0.020,-0.988,2072,2060,2568,-17,15,65
4.630,24710,-1.13,0.34,-0.38,-0.020,-0.020,-0.988,2072,2060,2568,-7,30,62
4.635,24711,-2.46,0.40,-0.01,-0.020,-0.020,-0.995,2072,2060,2572,-29,29,56
4.640,24712,-3.80,-0.02,-0.62,-0.012,-0.020,-0.996,2076,2060,2572,-51,36,66
4.645,24713,-6.59,-1.05,-1.17,-0.012,-0.012,-1.003,2076,2056,2576,-97,53,75
4.650,24714,-7.08,-1.05,0.05,-0.012,-0.012,-1.003,2076,2056,2576,-105,53,55
4.655,24715,-6.65,-1.84,0.05,-0.012,-0.012,-1.003,2076,2056,2576,-98,66,55
4.660,24716,-5.19,-3.18,-0.38,-0.012,-0.012,-1.003,2076,2056,2576,-74,88,62
4.665,24717,-3.13,-3.84,-1.29,-0.012,-0.012,-1.003,2076,2056,2576,-40,99,77
4.670,24718,-2.04,-2.81,-1.47,-0.012,-0.012,-1.003,2076,2056,2576,-22,82,80
4.675,24719,-2.34,-2.21,-1.96,-0.012,-0.012,-0.996,2076,2056,2572,-27,72,88
4.680,24720,-1.68,0.83,-3.05,-0.004,-0.012,-0.988,2080,2056,2568,-16,22,106
4.685,24721,-2.71,2.71,-4.14,-0.004,-0.012,-0.980,2080,2056,2564,-33,-9,124
4.690,24722,-3.13,3.62,-4.99,-0.004,-0.012,-0.980,2080,2056,2564,-40,-24,138
4.695,24723,-2.04,3.50,-4.93,-0.012,-0.004,-0.980,2076,2052,2564,-22,-22,137
4.700,24724,-2.53,2.16,-4.32,-0.012,-0.004,-0.980,2076,2052,2564,-30,0,127
4.705,24725,-3.98,0.71,-3.23,-0.012,-0.004,-0.988,2076,2052,2568,-54,24,109
4.710,24726,-4.77,-0.99,-2.81,-0.020,-0.004,-0.988,2072,2052,2568,-67,52,102
4.715,24727,-4.71,-1.05,-2.87,-0.020,-0.004,-0.996,2072,2052,2572,-66,53,103
4.720,24728,-4.71,-0.51,-2.38,-0.028,0.003,-1.003,2068,2048,2576,-66,44,95
4.725,24729,-6.04,0.83,-2.93,-0.036,-0.004,-1.011,2064,2052,2580,-88,22,104
4.730,24730,-6.89,0.65,-3.05,-0.036,-0.004,-1.019,2064,2052,2584,-102,25,106
4.735,24731,-6.83,0.16,-3.47,-0.036,-0.004,-1.027,2064,2052,2588,-101,33,113
4.740,24732,-7.68,-0.20,-3.66,-0.036,0.003,-1.034,2064,2048,2592,-115,39,116
4.745,24733,-9.08,0.04,-4.75,-0.036,0.003,-1.034,2064,2048,2592,-138,35,134
4.750,24734,-10.05,0.58,-5.72,-0.028,0.011,-1.035,2068,2044,2592,-154,26,150
4.755,24735,-9.93,1.37,-6.45,-0.020,0.019,-1.035,2072,2040,2592,-152,13,162
4.760,24736,-9.32,1.62,-7.24,-0.020,0.019,-1.042,2072,2040,2596,-142,9,175
4.765,24737,-8.77,2.04,-7.91,-0.012,0.019,-1.050,2076,2040,2600,-133,2,186
4.770,24738,-7.99,2.34,-8.52,-0.012,0.019,-1.050,2076,2040,2600,-120,-3,196
4.775,24739,-6.47,2.59,-8.76,-0.012,0.011,-1.058,2076,2044,2604,-95,-7,200
4.780,24740,-5.19,2.71,-8.88,-0.012,0.011,-1.058,2076,2044,2604,-74,-9,202
4.785,24741,-4.22,2.65,-8.76,-0.012,0.003,-1.058,2076,2048,2604,-58,-8,200
4.790,24742,-3.25,2.16,-8.58,-0.012,-0.005,-1.058,2076,2052,2604,-42,0,197
4.795,24743,-2.83,1.19,-8.27,-0.012,-0.005,-1.058,2076,2052,2604,-35,16,192
4.800,24744,-2.34,-0.08,-7.30,-0.020,-0.013,-1.058,2072,2056,2604,-27,37,176
4.805,24745,-2.22,-1.60,-6.94,-0.020,-0.013,-1.058,2072,2056,2604,-25,62,170
4.810,24746,-2.53,-3.90,-6.63,-0.020,-0.005,-1.050,2072,2052,2600,-30,100,165
4.815,24747,-2.65,-6.57,-5.72,-0.020,-0.005,-1.050,2072,2052,2600,-32,144,150
4.820,24748,-2.71,-9.36,-4.93,-0.020,-0.005,-1.042,2072,2052,2596,-33,190,137
4.825,24749,-2.77,-12.16,-4.32,-0.020,0.003,-1.050,2072,2048,2600,-34,236,127
4.830,24750,-2.77,-14.64,-3.47,-0.012,0.003,-1.042,2076,2048,2596,-34,277,113
4.835,24751,-2.65,-17.49,-2.62,-0.012,0.003,-1.042,2076,2048,2596,-32,324,99
4.840,24752,-2.28,-19.25,-2.02,-0.012,0.003,-1.042,2076,2048,2596,-26,353,89
4.845,24753,-1.80,-21.13,-1.71,-0.012,-0.005,-1.035,2076,2052,2592,-18,384,84
4.850,24754,-1.37,-22.71,-1.35,-0.012,-0.013,-1.035,2076,2056,2592,-11,410,78
4.855,24755,-0.77,-24.11,-1.35,-0.020,-0.012,-1.035,2072,2056,2592,-1,433,78
4.860,24756,-0.28,-25.38,-1.41,-0.020,-0.028,-1.034,2072,2064,2592,7,454,79
4.865,24757,0.69,-26.78,-1.71,-0.020,-0.036,-1.027,2072,2068,2588,23,477,84
4.870,24758,1.48,-27.87,-1.96,-0.020,-0.036,-1.027,2072,2068,2588,36,495,88
4.875,24759,2.45,-29.02,-2.32,-0.020,-0.044,-1.019,2072,2072,2584,52,514,94
4.880,24760,3.42,-30.11,-2.87,-0.028,-0.044,-1.019,2068,2072,2584,68,532,103
4.885,24761,4.09,-31.26,-3.41,-0.028,-0.044,-1.019,2068,2072,2584,79,551,112
4.890,24762,4.88,-32.24,-4.02,-0.028,-0.044,-1.019,2068,2072,2584,92,567,122
4.895,24763,5.42,-33.21,-4.75,-0.036,-0.036,-1.019,2064,2068,2584,101,583,134
4.900,24764,5.54,-33.93,-5.30,-0.036,-0.036,-1.019,2064,2068,2584,103,595,143
4.905,24765,5.73,-34.66,-5.90,-0.036,-0.028,-1.011,2064,2064,2580,106,607,153
4.910,24766,5.67,-35.27,-6.39,-0.036,-0.012,-1.011,2064,2056,2580,105,617,161
4.915,24767,5.30,-35.69,-6.94,-0.044,-0.004,-1.011,2060,2052,2580,99,624,170
4.920,24768,5.00,-36.00,-7.42,-0.044,-0.004,-1.011,2060,2052,2580,94,629,178
4.925,24769,4.45,-35.75,-7.79,-0.044,0.003,-1.011,2060,2048,2580,85,625,184
4.930,24770,3.79,-35.69,-7.85,-0.052,0.004,-1.011,2056,2048,2580,74,624,185
4.935,24771,3.06,-35.45,-7.97,-0.052,0.011,-1.011,2056,2044,2580,62,620,187
4.940,24772,2.33,-35.27,-7.91,-0.052,0.011,-1.011,2056,2044,2580,50,617,186
4.945,24773,1.78,-34.97,-7.60,-0.060,0.019,-1.003,2052,2040,2576,41,612,181
4.950,24774,1.05,-34.72,-7.54,-0.060,0.019,-1.003,2052,2040,2576,29,608,180
4.955,24775,0.39,-34.66,-6.94,-0.067,0.019,-1.003,2048,2040,2576,18,607,170
4.960,24776,-0.52,-34.48,-6.27,-0.067,0.027,-0.995,2048,2036,2572,3,604,159
4.965,24777,-1.31,-34.42,-5.60,-0.075,0.027,-0.995,2044,2036,2572,-10,603,148
4.970,24778,-2.10,-34.72,-4.75,-0.083,0.035,-0.995,2040,2032,2572,-23,608,134
4.975,24779,-2.71,-35.57,-3.84,-0.091,0.035,-0.987,2036,2032,2568,-33,622,119
4.980,24780,-3.25,-36.42,-2.87,-0.099,0.035,-0.987,2032,2032,2568,-42,636,103
4.985,24781,-3.62,-37.82,-1.77,-0.107,0.035,-0.987,2028,2032,2568,-48,659,85
4.990,24782,-3.86,-39.15,-0.86,-0.115,0.035,-0.987,2024,2032,2568,-52,681,70
4.995,24783,-3.80,-40.67,-0.13,-0.123,0.028,-0.987,2020,2036,2568,-51,706,58
5.000,24784,-3.74,-42.00,0.66,-0.123,0.028,-0.987,2020,2036,2568,-50,728,45
5.005,24785,-3.44,-43.03,1.38,-0.131,0.020,-0.987,2016,2040,2568,-45,745,33
5.010,24786,-3.44,-43.64,1.75,-0.139,0.020,-0.987,2012,2040,2568,-45,755,27
5.015,24787,-3.56,-44.31,2.30,-0.139,0.020,-0.987,2012,2040,2568,-47,766,18
5.020,24788,-3.92,-44.79,2.72,-0.139,0.020,-0.994,2012,2040,2572,-53,774,11
5.025,24789,-4.41,-45.22,3.08,-0.147,0.012,-0.987,2008,2044,2568,-61,781,5
5.030,24790,-4.77,-45.95,3.45,-0.147,0.012,-0.994,2008,2044,2572,-67,793,-1
5.035,24791,-5.32,-46.61,3.45,-0.155,0.012,-0.994,2004,2044,2572,-76,804,-1
5.040,24792,-5.80,-47.40,3.69,-0.155,0.012,-0.994,2004,2044,2572,-84,817,-5
5.045,24793,-6.35,-48.37,3.63,-0.163,0.012,-0.994,2000,2044,2572,-93,833,-4
5.050,24794,-6.89,-49.28,3.63,-0.163,0.005,-0.994,2000,2048,2572,-102,848,-4
5.055,24795,-7.38,-50.07,3.39,-0.163,0.005,-0.994,2000,2048,2572,-110,861,0
5.060,24796,-7.68,-50.62,3.08,-0.163,-0.003,-1.002,2000,2052,2576,-115,870,5
5.065,24797,-7.86,-50.68,2.78,-0.163,-0.011,-1.002,2000,2056,2576,-118,871,10
5.070,24798,-7.68,-50.37,2.42,-0.155,-0.011,-1.002,2004,2056,2576,-115,866,16
5.075,24799,-7.38,-49.52,2.05,-0.155,-0.019,-1.002,2004,2060,2576,-110,852,22
5.080,24800,-6.77,-48.61,1.93,-0.155,-0.019,-1.002,2004,2060,2576,-100,837,24
5.085,24801,-6.35,-47.46,1.51,-0.155,-0.019,-1.002,2004,2060,2576,-93,818,31
5.090,24802,-5.74,-46.37,1.32,-0.163,-0.019,-1.002,2000,2060,2576,-83,800,34
5.095,24803,-5.01,-45.28,1.14,-0.163,-0.019,-0.994,2000,2060,2572,-71,782,37
5.100,24804,-4.53,-44.43,1.26,-0.171,-0.019,-0.994,1996,2060,2572,-63,768,35
5.105,24805,-4.28,-44.07,1.32,-0.179,-0.019,-0.994,1992,2060,2572,-59,762,34
5.110,24806,-4.04,-43.94,1.57,-0.179,-0.019,-0.986,1992,2060,2568,-55,760,30
5.115,24807,-4.10,-44.49,1.81,-0.195,-0.018,-0.986,1984,2060,2568,-56,769,26
5.120,24808,-3.86,-45.16,2.05,-0.195,-0.018,-0.986,1984,2060,2568,-52,780,22
5.125,24809,-3.62,-46.67,2.36,-0.211,-0.026,-0.978,1976,2064,2564,-48,805,17
5.130,24810,-3.56,-48.19,2.48,-0.211,-0.026,-0.986,1976,2064,2568,-47,830,15
5.135,24811,-3.50,-50.31,2.60,-0.227,-0.026,-0.978,1968,2064,2564,-46,865,13
5.140,24812,-3.56,-52.50,2.36,-0.227,-0.026,-0.986,1968,2064,2568,-47,901,17
5.145,24813,-3.62,-54.44,2.23,-0.234,-0.026,-0.978,1964,2064,2564,-48,933,19
5.150,24814,-3.37,-56.87,1.87,-0.234,-0.026,-0.978,1964,2064,2564,-44,973,25
5.155,24815,-3.44,-58.81,1.44,-0.242,-0.026,-0.978,1960,2064,2564,-45,1005,32
5.160,24816,-3.13,-59.96,0.47,-0.250,-0.026,-0.978,1956,2064,2564,-40,1024,48
5.165,24817,-2.95,-61.11,-0.44,-0.250,-0.026,-0.978,1956,2064,2564,-37,1043,63
5.170,24818,-2.40,-62.20,-1.17,-0.258,-0.018,-0.978,1952,2060,2564,-28,1061,75
5.175,24819,-2.59,-62.81,-2.56,-0.266,-0.018,-0.970,1948,2060,2560,-31,1071,98
5.180,24820,-2.46,-63.54,-3.47,-0.266,-0.010,-0.970,1948,2056,2560,-29,1083,113
5.185,24821,-1.98,-64.02,-4.87,-0.274,-0.010,-0.962,1944,2056,2556,-21,1091,136
5.190,24822,-1.92,-64.39,-5.78,-0.282,-0.010,-0.962,1940,2056,2556,-20,1097,151
5.195,24823,-1.49,-64.75,-6.82,-0.282,-0.002,-0.962,1940,2052,2556,-13,1103,168
5.200,24824,-1.01,-64.75,-7.85,-0.282,-0.002,-0.962,1940,2052,2556,-5,1103,185
5.205,24825,-0.58,-64.69,-8.39,-0.282,-0.002,-0.962,1940,2052,2556,2,1102,194
5.210,24826,-0.04,-64.21,-8.94,-0.282,0.006,-0.970,1940,2048,2560,11,1094,203
5.215,24827,0.08,-63.30,-9.31,-0.274,0.006,-0.970,1944,2048,2560,13,1079,209
5.220,24828,0.14,-62.14,-9.43,-0.274,0.014,-0.970,1944,2044,2560,14,1060,211
5.225,24829,-0.04,-60.51,-9.31,-0.274,0.021,-0.970,1944,2040,2560,11,1033,209
5.230,24830,-0.46,-58.81,-9.18,-0.266,0.021,-0.978,1948,2040,2564,4,1005,207
5.235,24831,-0.89,-57.41,-8.88,-0.266,0.029,-0.978,1948,2036,2564,-3,982,202
5.241,24832,-1.62,-54.98,-8.09,-0.266,0.037,-0.978,1948,2032,2564,-15,942,189
5.245,24833,-2.77,-53.29,-7.79,-0.266,0.037,-0.978,1948,2032,2564,-34,914,184
5.250,24834,-3.56,-51.59,-6.82,-0.266,0.037,-0.970,1948,2032,2560,-47,886,168
5.255,24835,-4.22,-50.13,-6.39,-0.274,0.045,-0.970,1944,2028,2560,-58,862,161
5.260,24836,-4.65,-48.49,-5.48,-0.282,0.037,-0.962,1940,2032,2556,-65,835,146
5.265,24837,-4.65,-47.52,-4.75,-0.282,0.037,-0.962,1940,2032,2556,-65,819,134
5.270,24838,-4.65,-46.43,-4.14,-0.290,0.037,-0.954,1936,2032,2552,-65,801,124
5.275,24839,-4.47,-45.82,-3.35,-0.306,0.037,-0.954,1928,2032,2552,-62,791,111
5.280,24840,-3.80,-45.16,-2.81,-0.306,0.030,-0.946,1928,2036,2548,-51,780,102
5.285,24841,-3.01,-44.43,-2.20,-0.314,0.030,-0.946,1924,2036,2548,-38,768,92
5.290,24842,-1.98,-44.00,-1.41,-0.330,0.022,-0.946,1916,2040,2548,-21,761,79
5.295,24843,-0.89,-43.46,-0.92,-0.338,0.022,-0.946,1912,2040,2548,-3,752,71
5.300,24844,-0.04,-42.91,-0.32,-0.346,0.022,-0.938,1908,2040,2544,11,743,61
5.305,24845,0.69,-42.00,0.23,-0.346,0.022,-0.938,1908,2040,2544,23,728,52
5.310,24846,1.12,-41.09,0.66,-0.354,0.022,-0.930,1904,2040,2540,30,713,45
5.315,24847,0.93,-40.55,1.32,-0.354,0.022,-0.930,1904,2040,2540,27,704,34
5.320,24848,0.69,-39.64,2.11,-0.361,0.030,-0.922,1900,2036,2536,23,689,21
5.325,24849,0.14,-38.97,2.60,-0.361,0.030,-0.914,1900,2036,2532,14,678,13
5.330,24850,-0.46,-38.48,3.33,-0.369,0.030,-0.906,1896,2036,2528,4,670,1
5.335,24851,-0.95,-38.24,4.06,-0.369,0.030,-0.899,1896,2036,2524,-4,666,-11
5.340,24852,-1.25,-38.06,4.79,-0.377,0.031,-0.891,1892,2036,2520,-9,663,-23
5.345,24853,-1.37,-38.06,5.33,-0.377,0.031,-0.883,1892,2036,2516,-11,663,-32
5.350,24854,-1.31,-38.06,6.00,-0.385,0.023,-0.883,1888,2040,2516,-10,663,-43
5.355,24855,-0.83,-38.06,6.55,-0.385,0.015,-0.875,1888,2044,2512,-2,663,-52
5.361,24856,0.27,-37.70,7.03,-0.393,0.015,-0.875,1884,2044,2512,16,657,-60
5.366,24857,0.93,-37.88,7.28,-0.393,0.007,-0.875,1884,2048,2512,27,660,-64
5.370,24858,2.03,-37.57,7.46,-0.401,-0.000,-0.867,1880,2052,2508,45,655,-67
5.375,24859,2.94,-37.21,7.70,-0.401,-0.000,-0.867,1880,2052,2508,60,649,-71
5.380,24860,3.72,-36.60,8.00,-0.401,-0.008,-0.867,1880,2056,2508,73,639,-76
5.385,24861,4.33,-36.18,8.25,-0.401,-0.008,-0.859,1880,2056,2504,83,632,-80
5.390,24862,4.82,-35.75,8.13,-0.401,-0.008,-0.859,1880,2056,2504,91,625,-78
5.395,24863,5.12,-35.57,8.25,-0.409,-0.016,-0.859,1876,2060,2504,96,622,-80
5.401,24864,5.54,-35.57,8.37,-0.417,-0.016,-0.851,1872,2060,2500,103,622,-82
5.406,24865,6.27,-35.39,8.31,-0.417,-0.016,-0.851,1872,2060,2500,115,619,-81
5.410,24866,7.24,-35.75,8.25,-0.425,-0.016,-0.843,1868,2060,2496,131,625,-80
5.415,24867,8.40,-35.63,8.25,-0.433,-0.016,-0.843,1864,2060,2496,150,623,-80
5.420,24868,9.67,-36.06,8.13,-0.433,-0.016,-0.843,1864,2060,2496,171,630,-78
5.425,24869,10.64,-36.18,8.19,-0.441,-0.015,-0.843,1860,2060,2496,187,632,-79
5.430,24870,11.73,-36.42,8.19,-0.449,-0.008,-0.851,1856,2056,2500,205,636,-79
5.435,24871,12.04,-36.66,8.37,-0.449,-0.008,-0.851,1856,2056,2500,210,640,-82
5.441,24872,12.04,-36.91,8.43,-0.457,0.000,-0.851,1852,2052,2500,210,644,-83
5.446,24873,11.07,-36.97,8.43,-0.449,0.008,-0.851,1856,2048,2500,194,645,-83
5.451,24874,10.22,-37.09,8.25,-0.449,0.008,-0.851,1856,2048,2500,180,647,-80
5.455,24875,8.64,-37.09,8.19,-0.449,0.016,-0.851,1856,2044,2500,154,647,-79
5.460,24876,7.12,-36.54,8.07,-0.449,0.024,-0.851,1856,2040,2500,129,638,-77
5.465,24877,6.15,-36.00,8.00,-0.441,0.024,-0.851,1860,2040,2500,113,629,-76
5.470,24878,5.24,-35.39,7.94,-0.441,0.024,-0.851,1860,2040,2500,98,619,-75
5.475,24879,5.00,-34.54,7.58,-0.441,0.024,-0.851,1860,2040,2500,94,605,-69
5.481,24880,4.94,-33.51,7.40,-0.441,0.024,-0.843,1860,2040,2496,93,588,-66
5.486,24881,5.18,-32.54,6.97,-0.441,0.024,-0.843,1860,2040,2496,97,572,-59
5.491,24882,5.36,-31.51,6.61,-0.441,0.016,-0.843,1860,2044,2496,100,555,-53
5.496,24883,5.97,-30.48,6.18,-0.449,0.008,-0.843,1856,2048,2496,110,538,-46
5.501,24884,6.33,-29.32,5.70,-0.449,0.008,-0.843,1856,2048,2496,116,519,-38
5.505,24885,6.94,-28.29,5.15,-0.449,0.008,-0.851,1856,2048,2500,126,502,-29
5.511,24886,7.36,-27.44,4.60,-0.449,0.000,-0.851,1856,2052,2500,133,488,-20
5.516,24887,7.67,-26.35,4.12,-0.449,0.000,-0.851,1856,2052,2500,138,470,-12
5.521,24888,7.79,-25.02,3.51,-0.449,0.000,-0.851,1856,2052,2500,140,448,-2
5.526,24889,7.97,-23.98,2.96,-0.449,0.000,-0.851,1856,2052,2500,143,431,7
5.531,24890,7.91,-22.53,2.72,-0.457,0.000,-0.859,1852,2052,2504,142,407,11
5.536,24891,8.03,-21.25,2.23,-0.449,0.000,-0.859,1856,2052,2504,144,386,19
5.541,24892,7.73,-19.92,1.93,-0.449,0.000,-0.859,1856,2052,2504,139,364,24
5.546,24893,7.18,-18.83,1.75,-0.449,0.008,-0.859,1856,2048,2504,130,346,27
5.551,24894,6.39,-17.68,1.57,-0.449,0.008,-0.859,1856,2048,2504,117,327,30
5.556,24895,5.61,-16.77,1.63,-0.457,0.016,-0.867,1852,2044,2508,104,312,29
5.561,24896,4.51,-16.28,1.63,-0.457,0.024,-0.859,1852,2040,2504,86,304,29
5.566,24897,3.48,-16.16,1.57,-0.465,0.032,-0.859,1848,2036,2504,69,302,30
5.571,24898,2.27,-16.34,1.69,-0.465,0.032,-0.859,1848,2036,2504,49,305,28
5.576,24899,0.87,-16.58,1.93,-0.473,0.039,-0.851,1844,2032,2500,26,309,24
5.581,24900,-0.64,-17.01,1.87,-0.473,0.039,-0.851,1844,2032,2500,1,316,25
5.586,24901,-1.74,-17.55,1.87,-0.472,0.047,-0.851,1844,2028,2500,-17,325,25
5.591,24902,-2.83,-17.80,1.81,-0.480,0.047,-0.851,1840,2028,2500,-35,329,26
5.596,24903,-3.44,-17.80,1.69,-0.480,0.047,-0.851,1840,2028,2500,-45,329,28
5.601,24904,-4.04,-17.61,1.63,-0.480,0.047,-0.843,1840,2028,2496,-55,326,29
5.606,24905,-4.22,-17.31,1.44,-0.488,0.040,-0.843,1836,2032,2496,-58,321,32
5.611,24906,-4.28,-16.77,1.44,-0.488,0.047,-0.843,1836,2028,2496,-59,312,32
5.616,24907,-4.28,-16.28,1.32,-0.488,0.040,-0.843,1836,2032,2496,-59,304,34
5.621,24908,-4.35,-16.04,1.44,-0.496,0.040,-0.843,1832,2032,2496,-60,300,32
5.626,24909,-4.47,-15.92,1.63,-0.496,0.040,-0.835,1832,2032,2492,-62,298,29
5.631,24910,-4.65,-15.98,1.81,-0.504,0.032,-0.835,1828,2036,2492,-65,299,26
5.636,24911,-4.89,-16.58,1.87,-0.504,0.032,-0.835,1828,2036,2492,-69,309,25
5.641,24912,-5.13,-17.13,1.99,-0.512,0.032,-0.843,1824,2036,2496,-73,318,23
5.646,24913,-5.32,-17.92,2.05,-0.512,0.032,-0.843,1824,2036,2496,-76,331,22
5.651,24914,-5.38,-18.65,2.05,-0.512,0.032,-0.843,1824,2036,2496,-77,343,22
5.656,24915,-5.50,-18.95,1.81,-0.512,0.024,-0.843,1824,2040,2496,-79,348,26
5.661,24916,-5.19,-18.89,1.69,-0.512,0.024,-0.850,1824,2040,2500,-74,347,28
5.666,24917,-4.83,-18.59,1.32,-0.512,0.016,-0.850,1824,2044,2500,-68,342,34
5.671,24918,-4.28,-17.98,1.02,-0.512,0.016,-0.858,1824,2044,2504,-59,332,39
5.676,24919,-3.68,-17.37,0.72,-0.512,0.008,-0.858,1824,2048,2504,-49,322,44
