t_s,seq,gx_dps,gy_dps,gz_dps,ax_g,ay_g,az_g,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
0.005,23786,-0.04,0.10,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,11,34,57
0.010,23787,-0.04,0.10,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,11,34,57
0.015,23788,-0.04,-0.08,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,11,37,57
0.020,23789,0.02,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,36,56
0.025,23790,-0.10,-0.08,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,10,37,57
0.030,23791,-0.04,-0.08,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,11,37,57
0.035,23792,0.08,0.04,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,13,35,56
0.040,23793,0.08,-0.02,0.05,-0.012,-0.012,-0.988,2076,2056,2568,13,36,55
0.045,23794,0.02,-0.02,-0.13,-0.012,-0.012,-0.980,2076,2056,2564,12,36,58
0.050,23795,0.08,0.04,0.05,-0.012,-0.012,-0.980,2076,2056,2564,13,35,55
0.055,23796,0.08,-0.02,-0.01,-0.012,-0.012,-0.980,2076,2056,2564,13,36,56
0.060,23797,-0.10,0.10,-0.01,-0.012,-0.012,-0.980,2076,2056,2564,10,34,56
0.065,23798,-0.10,0.04,-0.19,-0.012,-0.020,-0.980,2076,2060,2564,10,35,59
0.070,23799,-0.04,-0.02,-0.01,-0.012,-0.020,-0.980,2076,2060,2564,11,36,56
0.075,23800,-0.10,-0.08,0.05,-0.020,-0.012,-0.980,2072,2056,2564,10,37,55
0.080,23801,0.02,0.04,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,12,35,56
0.085,23802,-0.04,0.04,0.05,-0.020,-0.020,-0.980,2072,2060,2564,11,35,55
0.090,23803,-0.04,0.10,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,11,34,57
0.095,23804,0.02,0.04,0.05,-0.020,-0.012,-0.980,2072,2056,2564,12,35,55
0.100,23805,-0.04,-0.02,-0.01,-0.020,-0.012,-0.980,2072,2056,2564,11,36,56
0.105,23806,-0.04,-0.02,-0.07,-0.020,-0.012,-0.980,2072,2056,2564,11,36,57
0.110,23807,-0.04,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,35,56
0.115,23808,0.02,-0.08,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,37,57
0.120,23809,0.02,0.10,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,34,56
0.125,23810,-0.04,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,35,56
0.130,23811,-0.16,0.04,0.05,-0.020,-0.012,-0.995,2072,2056,2572,9,35,55
0.135,23812,-0.04,-0.08,0.05,-0.020,-0.012,-0.995,2072,2056,2572,11,37,55
0.140,23813,0.02,0.10,0.05,-0.020,-0.012,-0.995,2072,2056,2572,12,34,55
0.145,23814,0.02,0.04,-0.13,-0.012,-0.012,-0.996,2076,2056,2572,12,35,58
0.150,23815,0.02,-0.02,0.05,-0.020,-0.012,-0.995,2072,2056,2572,12,36,55
0.155,23816,-0.10,-0.14,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,10,38,56
0.160,23817,0.08,-0.08,0.11,-0.012,-0.012,-0.988,2076,2056,2568,13,37,54
0.165,23818,-0.10,0.04,-0.01,-0.012,-0.020,-0.988,2076,2060,2568,10,35,56
0.170,23819,0.02,0.10,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,12,34,56
0.175,23820,-0.04,-0.02,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,11,36,56
0.180,23821,-0.04,-0.08,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,11,37,57
0.185,23822,-0.04,0.10,0.11,-0.020,-0.012,-0.988,2072,2056,2568,11,34,54
0.190,23823,0.02,0.10,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,12,34,56
0.195,23824,0.08,0.10,0.05,-0.012,-0.012,-0.988,2076,2056,2568,13,34,55
0.200,23825,0.08,0.10,0.05,-0.012,-0.012,-0.988,2076,2056,2568,13,34,55
0.205,23826,-0.04,0.04,0.05,-0.012,-0.012,-0.988,2076,2056,2568,11,35,55
0.210,23827,-0.04,-0.08,-0.13,-0.012,-0.012,-0.988,2076,2056,2568,11,37,58
0.215,23828,-0.10,-0.08,0.05,-0.012,-0.012,-0.988,2076,2056,2568,10,37,55
0.220,23829,-0.04,-0.08,0.11,-0.012,-0.012,-0.996,2076,2056,2572,11,37,54
0.225,23830,0.08,-0.02,0.05,-0.012,-0.012,-0.996,2076,2056,2572,13,36,55
0.230,23831,0.02,0.04,-0.01,-0.012,-0.012,-0.996,2076,2056,2572,12,35,56
0.235,23832,-0.10,-0.02,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,10,36,57
0.240,23833,-0.10,-0.08,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,10,37,56
0.245,23834,-0.04,-0.02,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,11,36,58
0.250,23835,0.02,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,35,56
0.255,23836,-0.04,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,35,56
0.260,23837,0.08,0.04,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,13,35,56
0.265,23838,0.02,-0.14,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,12,38,56
0.270,23839,-0.04,-0.08,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,11,37,56
0.275,23840,0.02,0.10,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,12,34,56
0.280,23841,-0.10,-0.08,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,10,37,57
0.285,23842,0.02,-0.02,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,12,36,57
0.290,23843,-0.10,0.10,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,10,34,57
0.295,23844,0.02,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,35,56
0.300,23845,0.02,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,36,57
0.305,23846,-0.04,0.10,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,34,56
0.310,23847,-0.04,0.04,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,11,35,57
0.315,23848,-0.10,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,10,36,56
0.320,23849,0.02,0.10,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,34,55
0.325,23850,-0.16,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,9,36,56
0.330,23851,-0.10,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,10,36,56
0.335,23852,0.02,-0.02,-0.01,-0.020,-0.012,-0.980,2072,2056,2564,12,36,56
0.340,23853,0.02,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,36,56
0.345,23854,-0.04,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,36,56
0.350,23855,-0.04,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,35,56
0.355,23856,-0.04,-0.08,-0.01,-0.020,-0.012,-0.980,2072,2056,2564,11,37,56
0.360,23857,0.02,-0.02,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,36,55
0.365,23858,-0.04,-0.02,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,11,36,57
0.370,23859,0.02,0.04,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,12,35,56
0.375,23860,0.02,0.04,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,12,35,57
0.380,23861,0.02,-0.14,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,12,38,57
0.385,23862,-0.04,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,36,56
0.390,23863,0.02,0.04,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,12,35,56
0.395,23864,0.02,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,12,36,56
0.400,23865,-0.04,-0.02,0.11,-0.012,-0.012,-0.988,2076,2056,2568,11,36,54
0.405,23866,-0.16,0.04,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,9,35,57
0.410,23867,-0.10,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,10,36,56
0.415,23868,-0.16,0.04,0.05,-0.012,-0.012,-0.988,2076,2056,2568,9,35,55
0.420,23869,-0.10,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,10,36,56
0.425,23870,0.02,0.10,0.05,-0.012,-0.012,-0.988,2076,2056,2568,12,34,55
0.430,23871,-0.04,-0.14,0.05,-0.012,-0.012,-0.988,2076,2056,2568,11,38,55
0.435,23872,-0.04,0.04,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,11,35,57
0.440,23873,-0.04,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,36,56
0.445,23874,-0.04,0.04,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,35,56
0.450,23875,0.02,-0.08,0.05,-0.012,-0.012,-0.988,2076,2056,2568,12,37,55
0.455,23876,0.02,-0.20,0.05,-0.012,-0.012,-0.988,2076,2056,2568,12,39,55
0.460,23877,-0.04,-0.08,0.05,-0.012,-0.012,-0.988,2076,2056,2568,11,37,55
0.465,23878,0.02,-0.08,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,12,37,56
0.470,23879,0.02,-0.08,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,12,37,56
0.475,23880,0.08,0.10,-0.13,-0.012,-0.012,-0.988,2076,2056,2568,13,34,58
0.480,23881,-0.04,-0.08,-0.01,-0.012,-0.020,-0.988,2076,2060,2568,11,37,56
0.485,23882,0.02,-0.02,-0.01,-0.012,-0.020,-0.988,2076,2060,2568,12,36,56
0.490,23883,-0.10,-0.02,-0.01,-0.012,-0.020,-0.988,2076,2060,2568,10,36,56
0.495,23884,0.08,0.04,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,13,35,57
0.500,23885,-0.04,-0.02,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,11,36,57
0.505,23886,0.02,0.04,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,12,35,56
0.510,23887,0.02,0.04,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,12,35,56
0.515,23888,0.02,-0.08,0.05,-0.020,-0.020,-0.988,2072,2060,2568,12,37,55
0.520,23889,-0.04,-0.02,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,11,36,56
0.525,23890,-0.04,0.16,0.05,-0.020,-0.020,-0.988,2072,2060,2568,11,33,55
0.530,23891,-0.04,0.04,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,11,35,56
0.535,23892,0.02,0.10,-0.07,-0.012,-0.020,-0.988,2076,2060,2568,12,34,57
0.540,23893,-0.10,-0.08,0.05,-0.012,-0.012,-0.988,2076,2056,2568,10,37,55
0.545,23894,0.08,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,13,36,56
0.550,23895,-0.04,0.04,0.05,-0.012,-0.012,-0.988,2076,2056,2568,11,35,55
0.555,23896,-0.04,0.04,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,35,56
0.560,23897,0.02,0.04,-0.01,-0.012,-0.020,-0.988,2076,2060,2568,12,35,56
0.565,23898,0.02,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,12,36,56
0.570,23899,0.08,0.10,0.05,-0.012,-0.012,-0.988,2076,2056,2568,13,34,55
0.575,23900,-0.04,0.04,0.05,-0.012,-0.012,-0.988,2076,2056,2568,11,35,55
0.580,23901,0.08,0.10,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,13,34,57
0.585,23902,0.02,-0.02,0.05,-0.012,-0.012,-0.988,2076,2056,2568,12,36,55
0.590,23903,0.08,-0.02,0.11,-0.012,-0.020,-0.988,2076,2060,2568,13,36,54
0.596,23904,0.02,0.04,0.05,-0.012,-0.020,-0.988,2076,2060,2568,12,35,55
0.600,23905,0.08,0.10,0.05,-0.012,-0.020,-0.988,2076,2060,2568,13,34,55
0.605,23906,-0.04,0.10,-0.01,-0.012,-0.020,-0.988,2076,2060,2568,11,34,56
0.610,23907,-0.04,0.04,-0.07,-0.012,-0.020,-0.988,2076,2060,2568,11,35,57
0.615,23908,0.02,0.04,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,12,35,57
0.620,23909,0.02,-0.02,0.05,-0.012,-0.020,-0.988,2076,2060,2568,12,36,55
0.625,23910,-0.16,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,9,36,56
0.630,23911,-0.10,-0.08,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,10,37,56
0.636,23912,0.02,-0.02,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,36,55
0.640,23913,0.08,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,13,36,56
0.645,23914,-0.04,0.04,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,11,35,57
0.650,23915,-0.04,0.04,0.05,-0.020,-0.012,-0.988,2072,2056,2568,11,35,55
0.655,23916,-0.10,-0.02,0.05,-0.020,-0.012,-0.988,2072,2056,2568,10,36,55
0.660,23917,-0.10,-0.14,0.11,-0.012,-0.012,-0.988,2076,2056,2568,10,38,54
0.665,23918,0.14,-0.02,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,14,36,57
0.670,23919,0.02,0.04,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,12,35,57
0.676,23920,-0.04,0.10,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,34,56
0.681,23921,0.02,0.04,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,12,35,57
0.685,23922,0.02,-0.02,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,12,36,57
0.690,23923,-0.04,-0.08,0.11,-0.012,-0.012,-0.988,2076,2056,2568,11,37,54
0.695,23924,0.02,0.04,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,12,35,57
0.700,23925,-0.04,0.04,0.05,-0.012,-0.012,-0.988,2076,2056,2568,11,35,55
0.706,23926,0.02,-0.14,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,38,56
0.710,23927,-0.10,-0.02,0.11,-0.020,-0.012,-0.988,2072,2056,2568,10,36,54
0.716,23928,-0.04,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,11,36,57
0.721,23929,0.02,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,35,56
0.726,23930,-0.04,0.10,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,11,34,57
0.730,23931,-0.16,-0.08,0.11,-0.020,-0.012,-0.988,2072,2056,2568,9,37,54
0.736,23932,0.02,-0.08,0.05,-0.012,-0.012,-0.988,2076,2056,2568,12,37,55
0.741,23933,-0.04,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,36,56
0.746,23934,-0.04,0.04,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,11,35,57
0.751,23935,-0.04,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,36,56
0.756,23936,-0.04,0.04,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,35,56
0.761,23937,-0.04,-0.02,0.05,-0.012,-0.012,-0.988,2076,2056,2568,11,36,55
0.766,23938,-0.04,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,36,56
0.771,23939,-0.04,0.04,0.05,-0.012,-0.012,-0.988,2076,2056,2568,11,35,55
0.776,23940,0.02,-0.14,0.05,-0.012,-0.012,-0.988,2076,2056,2568,12,38,55
0.781,23941,0.02,-0.08,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,12,37,57
0.786,23942,-0.10,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,10,36,56
0.791,23943,-0.04,0.04,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,35,56
0.796,23944,0.02,0.04,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,12,35,56
0.801,23945,0.02,-0.14,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,38,56
0.806,23946,0.02,0.04,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,35,57
0.811,23947,0.02,0.04,0.11,-0.020,-0.012,-0.988,2072,2056,2568,12,35,54
0.816,23948,0.08,-0.08,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,13,37,56
0.821,23949,0.08,0.10,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,13,34,56
0.826,23950,0.08,0.04,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,13,35,58
0.831,23951,-0.16,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,9,36,57
0.836,23952,0.08,0.10,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,13,34,56
0.841,23953,0.08,-0.02,0.05,-0.020,-0.012,-0.988,2072,2056,2568,13,36,55
0.846,23954,0.02,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,36,57
0.851,23955,-0.10,-0.08,0.05,-0.020,-0.012,-0.988,2072,2056,2568,10,37,55
0.856,23956,0.02,0.10,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,34,57
0.861,23957,-0.10,0.16,0.05,-0.020,-0.012,-0.988,2072,2056,2568,10,33,55
0.866,23958,0.02,-0.02,0.11,-0.020,-0.012,-0.988,2072,2056,2568,12,36,54
0.871,23959,0.02,0.04,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,35,55
0.876,23960,0.08,-0.02,0.05,-0.020,-0.012,-0.988,2072,2056,2568,13,36,55
0.881,23961,0.02,-0.14,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,38,55
0.886,23962,0.02,-0.14,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,38,55
0.891,23963,-0.04,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,11,36,57
0.896,23964,-0.10,0.04,0.11,-0.020,-0.012,-0.988,2072,2056,2568,10,35,54
0.901,23965,-0.10,-0.14,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,10,38,56
0.906,23966,0.08,0.16,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,13,33,57
0.911,23967,0.02,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,36,57
0.916,23968,-0.10,-0.08,0.11,-0.020,-0.012,-0.988,2072,2056,2568,10,37,54
0.921,23969,-0.04,-0.08,0.05,-0.020,-0.012,-0.988,2072,2056,2568,11,37,55
0.926,23970,-0.04,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,35,56
0.931,23971,-0.04,-0.02,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,11,36,58
0.936,23972,0.02,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,35,56
0.941,23973,-0.10,-0.08,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,10,37,56
0.946,23974,-0.04,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,35,56
0.951,23975,0.02,0.10,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,34,57
0.956,23976,-0.04,0.04,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,11,35,57
0.961,23977,-0.10,0.10,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,10,34,56
0.966,23978,0.14,0.10,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,14,34,56
0.971,23979,0.14,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,14,36,56
0.976,23980,-0.16,0.10,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,9,34,57
0.981,23981,0.02,-0.08,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,37,55
0.986,23982,-0.10,0.04,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,10,35,57
0.991,23983,0.08,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,13,36,56
0.996,23984,-0.04,0.04,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,35,56
1.001,23985,0.14,-0.08,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,14,37,56
1.006,23986,-0.04,0.16,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,11,33,56
1.011,23987,-0.16,-0.08,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,9,37,56
1.016,23988,0.02,0.10,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,34,57
1.021,23989,-0.10,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,10,36,57
1.026,23990,0.02,-0.02,0.05,-0.012,-0.012,-0.988,2076,2056,2568,12,36,55
1.031,23991,0.14,-0.02,-0.01,-0.012,-0.012,-0.988,2076,2056,2568,14,36,56
1.036,23992,0.02,0.10,-0.07,-0.012,-0.012,-0.988,2076,2056,2568,12,34,57
1.041,23993,0.02,0.10,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,34,57
1.046,23994,-0.10,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,10,36,56
1.051,23995,0.02,-0.02,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,36,55
1.056,23996,0.02,0.10,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,34,57
1.061,23997,-0.16,-0.08,-0.13,-0.020,-0.020,-0.988,2072,2060,2568,9,37,58
1.066,23998,-0.04,0.04,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,11,35,57
1.071,23999,0.08,0.04,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,13,35,56
1.076,24000,-0.10,-0.02,0.05,-0.020,-0.020,-0.988,2072,2060,2568,10,36,55
1.081,24001,-0.10,0.04,-0.07,-0.020,-0.020,-0.980,2072,2060,2564,10,35,57
1.086,24002,0.08,-0.02,-0.01,-0.020,-0.020,-0.980,2072,2060,2564,13,36,56
1.091,24003,0.02,0.04,-0.01,-0.020,-0.020,-0.980,2072,2060,2564,12,35,56
1.096,24004,0.14,0.04,0.11,-0.020,-0.020,-0.980,2072,2060,2564,14,35,54
1.101,24005,0.02,-0.08,0.05,-0.020,-0.020,-0.980,2072,2060,2564,12,37,55
1.106,24006,-0.04,-0.08,0.05,-0.020,-0.020,-0.980,2072,2060,2564,11,37,55
1.111,24007,-0.04,-0.02,-0.07,-0.020,-0.020,-0.980,2072,2060,2564,11,36,57
1.116,24008,0.02,-0.08,-0.07,-0.020,-0.020,-0.980,2072,2060,2564,12,37,57
1.121,24009,0.02,0.04,0.05,-0.020,-0.020,-0.980,2072,2060,2564,12,35,55
1.126,24010,-0.10,-0.02,-0.01,-0.020,-0.020,-0.980,2072,2060,2564,10,36,56
1.131,24011,-0.04,0.10,-0.01,-0.020,-0.020,-0.980,2072,2060,2564,11,34,56
1.136,24012,0.14,0.04,-0.01,-0.020,-0.020,-0.980,2072,2060,2564,14,35,56
1.141,24013,-0.04,-0.08,-0.07,-0.020,-0.020,-0.980,2072,2060,2564,11,37,57
1.146,24014,-0.04,0.10,-0.07,-0.020,-0.020,-0.988,2072,2060,2568,11,34,57
1.151,24015,0.08,-0.14,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,13,38,56
1.156,24016,-0.10,0.04,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,10,35,56
1.161,24017,-0.04,-0.02,-0.01,-0.020,-0.020,-0.988,2072,2060,2568,11,36,56
1.166,24018,-0.04,-0.02,-0.13,-0.020,-0.020,-0.988,2072,2060,2568,11,36,58
1.171,24019,-0.04,-0.08,-0.01,-0.020,-0.020,-0.980,2072,2060,2564,11,37,56
1.176,24020,0.02,-0.02,0.05,-0.020,-0.020,-0.988,2072,2060,2568,12,36,55
1.181,24021,0.08,-0.08,-0.13,-0.020,-0.020,-0.988,2072,2060,2568,13,37,58
1.186,24022,-0.04,-0.02,0.05,-0.020,-0.020,-0.988,2072,2060,2568,11,36,55
1.191,24023,-0.10,-0.02,0.05,-0.020,-0.020,-0.988,2072,2060,2568,10,36,55
1.196,24024,-0.04,0.04,0.11,-0.020,-0.020,-0.988,2072,2060,2568,11,35,54
1.201,24025,0.02,-0.08,0.11,-0.012,-0.020,-0.988,2076,2060,2568,12,37,54
1.206,24026,-0.04,-0.02,-0.07,-0.012,-0.020,-0.988,2076,2060,2568,11,36,57
1.211,24027,-0.10,0.04,0.17,-0.012,-0.020,-0.988,2076,2060,2568,10,35,53
1.216,24028,-0.04,0.04,-0.01,-0.020,-0.020,-0.995,2072,2060,2572,11,35,56
1.221,24029,0.08,-0.02,-0.01,-0.020,-0.012,-0.995,2072,2056,2572,13,36,56
1.226,24030,0.02,0.10,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,34,57
1.231,24031,0.08,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,13,36,57
1.236,24032,0.02,-0.02,0.17,-0.020,-0.012,-0.988,2072,2056,2568,12,36,53
1.241,24033,0.08,-0.02,0.17,-0.020,-0.012,-0.980,2072,2056,2564,13,36,53
1.246,24034,-0.04,0.04,-0.01,-0.020,-0.012,-0.980,2072,2056,2564,11,35,56
1.251,24035,0.02,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,36,56
1.256,24036,0.02,0.10,-0.01,-0.028,-0.012,-0.988,2068,2056,2568,12,34,56
1.261,24037,-0.10,-0.08,-0.01,-0.028,-0.012,-0.988,2068,2056,2568,10,37,56
1.266,24038,-0.22,-0.02,0.05,-0.028,-0.012,-0.980,2068,2056,2564,8,36,55
1.271,24039,0.08,-0.08,0.05,-0.028,-0.012,-0.980,2068,2056,2564,13,37,55
1.276,24040,-0.04,-0.02,-0.01,-0.028,-0.020,-0.988,2068,2060,2568,11,36,56
1.281,24041,0.14,0.10,-0.13,-0.020,-0.012,-0.988,2072,2056,2568,14,34,58
1.286,24042,-0.04,-0.02,0.05,-0.020,-0.012,-0.988,2072,2056,2568,11,36,55
1.291,24043,-0.04,-0.02,0.05,-0.020,-0.012,-0.988,2072,2056,2568,11,36,55
1.296,24044,-0.04,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,35,56
1.301,24045,0.14,0.10,0.05,-0.020,-0.012,-0.980,2072,2056,2564,14,34,55
1.306,24046,-0.10,-0.02,-0.01,-0.020,-0.012,-0.980,2072,2056,2564,10,36,56
1.311,24047,-0.04,-0.02,0.05,-0.020,-0.012,-0.980,2072,2056,2564,11,36,55
1.316,24048,-0.04,-0.08,0.17,-0.020,-0.012,-0.980,2072,2056,2564,11,37,53
1.321,24049,0.08,-0.02,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,13,36,57
1.326,24050,-0.04,-0.02,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,36,56
1.331,24051,-0.04,-0.14,0.05,-0.020,-0.012,-0.988,2072,2056,2568,11,38,55
1.336,24052,0.02,-0.08,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,37,56
1.341,24053,0.02,0.04,0.05,-0.020,-0.012,-0.988,2072,2056,2568,12,35,55
1.346,24054,-0.04,0.04,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,35,56
1.351,24055,0.08,-0.02,0.11,-0.020,-0.012,-0.988,2072,2056,2568,13,36,54
1.356,24056,0.02,0.16,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,12,33,56
1.361,24057,0.02,0.04,-0.07,-0.020,-0.012,-0.988,2072,2056,2568,12,35,57
1.366,24058,-0.04,-0.08,-0.01,-0.020,-0.012,-0.988,2072,2056,2568,11,37,56
1.371,24059,0.02,-0.02,0.17,-0.012,-0.012,-0.988,2076,2056,2568,12,36,53
