t,wall,seq,state,bat,roll_deg,pitch_deg,yaw_deg,alt_mm,m1,m2,m3,m4
33.426,1783037690.882,1930,2,44,0.008,-0.129,1.703,0,0,0,0,0
33.447,1783037690.903,1931,2,44,0.006,-0.135,1.703,0,0,0,0,0
33.624,1783037691.080,1932,2,44,0.005,-0.129,1.706,0,0,0,0,0
33.625,1783037691.081,1933,2,44,0.002,-0.124,1.708,0,0,0,0,0
33.643,1783037691.099,1934,2,44,0.002,-0.119,1.71,0,0,0,0,0
33.779,1783037691.234,1935,2,44,0.002,-0.116,1.711,0,0,0,0,0
33.779,1783037691.235,1936,2,44,0.0,-0.112,1.711,0,0,0,0,0
33.839,1783037691.295,1937,2,44,0.0,-0.109,1.711,0,0,0,0,0
33.937,1783037691.392,1938,2,44,-0.001,-0.104,1.713,0,0,0,0,0
33.968,1783037691.424,1939,2,44,0.001,-0.102,1.713,0,0,0,0,0
34.346,1783037691.802,1940,2,44,0.004,-0.113,1.713,0,0,0,0,0
34.347,1783037691.803,1941,2,44,0.011,-0.111,1.714,0,0,0,0,0
34.348,1783037691.804,1942,2,44,0.014,-0.12,1.715,0,0,0,0,0
34.359,1783037691.815,1945,2,44,0.016,-0.116,1.719,0,0,0,0,0
34.462,1783037691.918,1946,2,44,0.015,-0.122,1.721,0,0,0,0,0
34.489,1783037691.945,1947,2,44,0.014,-0.134,1.723,0,0,0,0,0
34.654,1783037692.110,1948,2,44,0.022,-0.139,1.725,0,0,0,0,0
34.654,1783037692.110,1949,2,44,0.023,-0.135,1.728,0,0,0,0,0
34.684,1783037692.140,1950,2,44,0.021,-0.129,1.729,0,0,0,0,0
34.751,1783037692.207,1951,2,44,0.02,-0.133,1.729,0,0,0,0,0
34.814,1783037692.270,1952,2,44,0.02,-0.127,1.729,0,0,0,0,0
35.069,1783037692.525,1953,2,44,0.018,-0.133,1.73,0,0,0,0,0
35.070,1783037692.526,1954,2,44,0.019,-0.142,1.732,0,0,0,0,0
35.070,1783037692.526,1955,2,44,0.021,-0.152,1.732,0,0,0,0,0
35.074,1783037692.530,1956,2,44,0.019,-0.157,1.733,0,0,0,0,0
35.165,1783037692.621,1957,2,44,0.024,-0.163,1.732,0,0,0,0,0
35.205,1783037692.661,1958,2,44,0.024,-0.164,1.734,0,0,0,0,0
35.370,1783037692.826,1959,2,44,0.025,-0.169,1.734,0,0,0,0,0
35.371,1783037692.827,1960,2,44,0.026,-0.174,1.735,0,0,0,0,0
35.400,1783037692.856,1961,2,44,0.027,-0.173,1.736,0,0,0,0,0
35.530,1783037692.986,1962,2,44,0.027,-0.168,1.737,0,0,0,0,0
35.531,1783037692.987,1963,2,43,0.028,-0.164,1.74,0,0,0,0,0
35.677,1783037693.133,1964,2,43,0.028,-0.177,1.739,0,0,0,0,0
35.678,1783037693.134,1965,2,43,0.027,-0.185,1.74,0,0,0,0,0
35.725,1783037693.181,1966,2,43,0.025,-0.189,1.74,0,0,0,0,0
35.791,1783037693.246,1967,2,43,0.026,-0.192,1.742,0,0,0,0,0
35.980,1783037693.436,1968,2,43,0.026,-0.185,1.745,0,0,0,0,0
35.981,1783037693.436,1969,2,43,0.028,-0.178,1.744,0,0,0,0,0
35.986,1783037693.442,1970,2,43,0.026,-0.172,1.745,0,0,0,0,0
36.087,1783037693.543,1971,2,43,0.026,-0.171,1.747,0,0,0,0,0
36.116,1783037693.572,1972,2,43,0.025,-0.172,1.747,0,0,0,0,0
36.292,1783037693.748,1973,2,43,0.025,-0.167,1.749,0,0,0,0,0
36.293,1783037693.749,1974,2,43,0.033,-0.168,1.749,0,0,0,0,0
36.311,1783037693.767,1975,2,43,0.037,-0.165,1.751,0,0,0,0,0
36.394,1783037693.850,1976,2,43,0.047,-0.165,1.751,0,0,0,0,0
36.441,1783037693.897,1977,2,43,0.056,-0.172,1.751,0,0,0,0,0
36.599,1783037694.055,1978,2,43,0.059,-0.183,1.75,0,0,0,0,0
36.600,1783037694.056,1979,2,43,0.071,-0.184,1.752,0,0,0,0,0
36.636,1783037694.092,1980,2,43,0.071,-0.178,1.754,0,0,0,0,0
36.796,1783037694.252,1981,2,43,0.082,-0.175,1.753,0,0,0,0,0
36.797,1783037694.253,1982,2,43,0.093,-0.169,1.757,0,0,0,0,0
36.831,1783037694.287,1983,2,43,0.1,-0.177,1.759,0,0,0,0,0
37.008,1783037694.464,1984,2,43,0.101,-0.178,1.76,0,0,0,0,0
37.009,1783037694.465,1985,2,43,0.113,-0.186,1.76,0,0,0,0,0
37.027,1783037694.483,1986,2,43,0.123,-0.189,1.763,0,0,0,0,0
37.111,1783037694.567,1987,2,43,0.122,-0.2,1.764,0,0,0,0,0
37.157,1783037694.613,1988,2,43,0.127,-0.209,1.764,0,0,0,0,0
37.315,1783037694.771,1989,2,43,0.133,-0.218,1.763,0,0,0,0,0
37.316,1783037694.772,1990,2,43,0.142,-0.227,1.764,0,0,0,0,0
37.352,1783037694.808,1991,2,43,0.155,-0.233,1.765,0,0,0,0,0
37.521,1783037694.977,1992,2,43,0.156,-0.23,1.765,0,0,0,0,0
37.522,1783037694.978,1993,2,43,0.162,-0.235,1.765,0,0,0,0,0
37.547,1783037695.003,1994,2,43,0.155,-0.244,1.766,0,0,0,0,0
37.726,1783037695.182,1995,2,43,0.149,-0.24,1.768,0,0,0,0,0
37.726,1783037695.182,1996,2,43,0.147,-0.232,1.767,0,0,0,0,0
37.742,1783037695.198,1997,2,43,0.143,-0.232,1.767,0,0,0,0,0
37.808,1783037695.264,1998,2,43,0.146,-0.232,1.767,0,0,0,0,0
37.941,1783037695.397,1999,2,43,0.144,-0.234,1.769,0,0,0,0,0
37.941,1783037695.397,2000,2,43,0.139,-0.233,1.77,0,0,0,0,0
38.003,1783037695.459,2001,2,43,0.138,-0.236,1.77,0,0,0,0,0
38.135,1783037695.591,2002,2,43,0.134,-0.24,1.772,0,0,0,0,0
38.136,1783037695.592,2003,2,43,0.132,-0.247,1.774,0,0,0,0,0
38.237,1783037695.693,2004,2,43,0.127,-0.239,1.776,0,0,0,0,0
38.263,1783037695.719,2005,2,43,0.13,-0.24,1.775,0,0,0,0,0
38.442,1783037695.898,2006,2,43,0.135,-0.247,1.777,0,0,0,0,0
38.443,1783037695.899,2007,2,43,0.141,-0.245,1.778,0,0,0,0,0
38.458,1783037695.914,2008,2,43,0.138,-0.252,1.78,0,0,0,0,0
38.544,1783037696.000,2009,2,43,0.136,-0.244,1.78,0,0,0,0,0
38.589,1783037696.045,2010,2,43,0.134,-0.245,1.78,0,0,0,0,0
38.749,1783037696.205,2011,2,43,0.139,-0.245,1.78,0,0,0,0,0
38.750,1783037696.206,2012,2,43,0.14,-0.252,1.782,0,0,0,0,0
38.784,1783037696.240,2013,2,43,0.138,-0.247,1.782,0,0,0,0,0
38.849,1783037696.305,2014,2,43,0.144,-0.242,1.784,0,0,0,0,0
39.257,1783037696.713,2015,2,43,0.142,-0.246,1.785,0,0,0,0,0
39.257,1783037696.713,2016,2,43,0.142,-0.248,1.785,0,0,0,0,0
39.257,1783037696.713,2017,2,43,0.152,-0.254,1.786,0,0,0,0,0
39.304,1783037696.760,2021,2,43,0.176,-0.278,1.785,0,0,0,0,0
39.479,1783037696.935,2022,2,43,0.171,-0.286,1.785,0,0,0,0,0
39.480,1783037696.936,2023,2,43,0.163,-0.291,1.786,0,0,0,0,0
39.500,1783037696.956,2024,2,44,0.159,-0.283,1.789,0,0,0,0,0
39.672,1783037697.127,2025,2,44,0.156,-0.275,1.789,0,0,0,0,0
39.672,1783037697.128,2026,2,44,0.151,-0.263,1.789,0,0,0,0,0
39.695,1783037697.151,2027,2,44,0.156,-0.266,1.79,0,0,0,0,0
39.789,1783037697.245,2028,2,44,0.158,-0.27,1.792,0,0,0,0,0
39.827,1783037697.283,2029,2,44,0.153,-0.268,1.792,0,0,0,0,0
39.978,1783037697.434,2030,2,44,0.151,-0.26,1.792,0,0,0,0,0
39.979,1783037697.435,2031,2,44,0.16,-0.262,1.793,0,0,0,0,0
40.023,1783037697.479,2032,2,44,0.156,-0.255,1.795,0,0,0,0,0
40.085,1783037697.541,2033,2,44,0.151,-0.254,1.797,0,0,0,0,0
40.151,1783037697.606,2034,2,44,0.146,-0.262,1.797,0,0,0,0,0
40.285,1783037697.741,2035,2,44,0.143,-0.27,1.796,0,0,0,0,0
40.286,1783037697.742,2036,2,44,0.14,-0.271,1.799,0,0,0,0,0
40.388,1783037697.844,2037,2,44,0.133,-0.266,1.8,0,0,0,0,0
40.411,1783037697.867,2038,2,44,0.124,-0.259,1.803,0,0,0,0,0
40.476,1783037697.932,2039,2,44,0.116,-0.251,1.803,0,0,0,0,0
40.642,1783037698.098,2040,2,44,0.113,-0.242,1.803,0,0,0,0,0
40.643,1783037698.099,2041,2,44,0.108,-0.234,1.804,0,0,0,0,0
40.671,1783037698.127,2042,2,44,0.104,-0.226,1.803,0,0,0,0,0
40.736,1783037698.192,2043,2,44,0.1,-0.22,1.805,0,0,0,0,0
40.809,1783037698.265,2044,2,44,0.096,-0.21,1.805,0,0,0,0,0
40.870,1783037698.326,2045,2,44,0.09,-0.204,1.807,0,0,0,0,0
41.002,1783037698.458,2046,2,44,0.088,-0.204,1.808,0,0,0,0,0
41.003,1783037698.459,2047,2,44,0.084,-0.197,1.81,0,0,0,0,0
41.062,1783037698.518,2048,2,44,0.081,-0.191,1.812,0,0,0,0,0
41.207,1783037698.663,2049,2,44,0.08,-0.185,1.813,0,0,0,0,0
41.208,1783037698.664,2050,2,44,0.078,-0.18,1.813,0,0,0,0,0
41.257,1783037698.713,2051,2,44,0.077,-0.177,1.815,0,0,0,0,0
41.448,1783037698.904,2052,2,44,0.078,-0.181,1.812,0,0,0,0,0
41.449,1783037698.905,2053,2,44,0.076,-0.191,1.815,0,0,0,0,0
41.452,1783037698.908,2054,2,44,0.074,-0.204,1.818,0,0,0,0,0
41.617,1783037699.073,2055,2,43,0.072,-0.204,1.816,0,0,0,0,0
41.618,1783037699.074,2056,2,43,0.068,-0.215,1.816,0,0,0,0,0
41.648,1783037699.104,2057,2,43,0.072,-0.217,1.817,0,0,0,0,0
41.714,1783037699.170,2058,2,43,0.071,-0.223,1.819,0,0,0,0,0
41.829,1783037699.284,2059,2,43,0.068,-0.224,1.82,0,0,0,0,0
41.843,1783037699.299,2060,2,43,0.067,-0.214,1.819,0,0,0,0,0
42.021,1783037699.477,2061,2,43,0.063,-0.207,1.819,0,0,0,0,0
42.022,1783037699.478,2062,2,43,0.062,-0.207,1.819,0,0,0,0,0
42.038,1783037699.494,2063,2,43,0.061,-0.202,1.821,0,0,0,0,0
42.193,1783037699.649,2064,2,43,0.054,-0.195,1.821,0,0,0,0,0
42.194,1783037699.650,2065,2,43,0.05,-0.189,1.822,0,0,0,0,0
42.234,1783037699.690,2066,2,43,0.048,-0.201,1.822,0,0,0,0,0
42.344,1783037699.800,2067,2,43,0.051,-0.204,1.823,0,0,0,0,0
42.363,1783037699.819,2068,2,43,0.063,-0.205,1.822,0,0,0,0,0
42.428,1783037699.884,2069,2,43,0.076,-0.202,1.823,0,0,0,0,0
42.493,1783037699.949,2070,2,43,0.07,-0.198,1.824,0,0,0,0,0
42.641,1783037700.097,2071,2,44,0.068,-0.197,1.825,0,0,0,0,0
42.642,1783037700.098,2072,2,44,0.076,-0.194,1.827,0,0,0,0,0
42.689,1783037700.145,2073,2,44,0.089,-0.193,1.826,0,0,0,0,0
42.822,1783037700.278,2074,2,44,0.099,-0.204,1.826,0,0,0,0,0
42.823,1783037700.279,2075,2,44,0.105,-0.204,1.826,0,0,0,0,0
43.012,1783037700.468,2076,2,44,0.111,-0.203,1.826,0,0,0,0,0
43.013,1783037700.469,2077,2,44,0.113,-0.212,1.825,0,0,0,0,0
43.014,1783037700.470,2078,2,44,0.124,-0.214,1.826,0,0,0,0,0
43.153,1783037700.609,2079,2,44,0.134,-0.222,1.825,0,0,0,0,0
43.153,1783037700.609,2080,2,44,0.145,-0.23,1.827,0,0,0,0,0
43.209,1783037700.665,2081,2,44,0.157,-0.235,1.827,0,0,0,0,0
43.460,1783037700.916,2082,2,44,0.156,-0.241,1.828,0,0,0,0,0
43.461,1783037700.917,2083,2,44,0.167,-0.24,1.828,0,0,0,0,0
43.461,1783037700.917,2084,2,44,0.175,-0.246,1.83,0,0,0,0,0
43.469,1783037700.925,2085,2,44,0.186,-0.255,1.831,0,0,0,0,0
43.535,1783037700.991,2086,2,44,0.196,-0.264,1.832,0,0,0,0,0
