t,wall,state,action,arm,b,emerg,raw_thr,raw_roll,raw_pitch,raw_yaw,sent_roll,sent_pitch,sent_gaz,sent_yaw
0.983,1782952226.526,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.018,1782952226.561,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.053,1782952226.595,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.088,1782952226.630,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.122,1782952226.665,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.157,1782952226.700,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.192,1782952226.735,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.227,1782952226.769,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.262,1782952226.804,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.296,1782952226.839,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.331,1782952226.873,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.365,1782952226.908,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.400,1782952226.942,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.434,1782952226.977,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.470,1782952227.012,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.505,1782952227.047,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.539,1782952227.082,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.574,1782952227.117,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.609,1782952227.152,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.643,1782952227.186,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.678,1782952227.221,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.713,1782952227.255,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.747,1782952227.290,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.782,1782952227.325,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.817,1782952227.360,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.852,1782952227.394,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.886,1782952227.429,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.921,1782952227.463,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.955,1782952227.498,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
1.990,1782952227.533,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.025,1782952227.568,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.059,1782952227.602,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.094,1782952227.637,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.129,1782952227.671,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.163,1782952227.706,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.198,1782952227.741,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.233,1782952227.775,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.267,1782952227.810,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.302,1782952227.844,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.336,1782952227.879,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.371,1782952227.913,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.405,1782952227.948,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.439,1782952227.982,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.474,1782952228.017,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.509,1782952228.051,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.543,1782952228.086,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.577,1782952228.120,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.612,1782952228.154,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.647,1782952228.189,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.681,1782952228.224,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.716,1782952228.259,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.751,1782952228.294,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.786,1782952228.329,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.821,1782952228.364,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.856,1782952228.399,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.891,1782952228.433,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.926,1782952228.468,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.960,1782952228.503,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
2.995,1782952228.538,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.030,1782952228.573,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.065,1782952228.608,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.100,1782952228.642,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.135,1782952228.677,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.169,1782952228.712,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.204,1782952228.747,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.239,1782952228.782,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.274,1782952228.817,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.309,1782952228.851,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.344,1782952228.886,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.378,1782952228.921,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.413,1782952228.956,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.447,1782952228.990,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.481,1782952229.024,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.516,1782952229.059,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.551,1782952229.094,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.586,1782952229.129,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.621,1782952229.163,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.656,1782952229.198,DISARMED,idle,-1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,,,,
3.691,1782952229.234,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
3.726,1782952229.269,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
3.762,1782952229.304,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
3.797,1782952229.340,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
3.832,1782952229.375,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
3.867,1782952229.410,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
3.902,1782952229.445,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
3.937,1782952229.480,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
3.973,1782952229.515,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.008,1782952229.550,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.043,1782952229.586,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.078,1782952229.621,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.113,1782952229.656,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.149,1782952229.691,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.184,1782952229.727,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.220,1782952229.762,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.255,1782952229.797,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.290,1782952229.833,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.324,1782952229.867,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.360,1782952229.902,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.394,1782952229.937,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.429,1782952229.972,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.465,1782952230.007,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.500,1782952230.042,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.535,1782952230.078,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.570,1782952230.113,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.606,1782952230.148,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.641,1782952230.184,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.676,1782952230.219,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.711,1782952230.254,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.747,1782952230.289,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.782,1782952230.324,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.817,1782952230.360,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.852,1782952230.395,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.887,1782952230.430,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.923,1782952230.465,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.958,1782952230.500,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
4.993,1782952230.536,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.028,1782952230.571,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.064,1782952230.606,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.099,1782952230.641,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.134,1782952230.676,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.169,1782952230.712,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.204,1782952230.747,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.239,1782952230.782,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.275,1782952230.817,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.310,1782952230.853,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.345,1782952230.888,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.380,1782952230.922,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.002,0.001,0.005,0.000,0.000,-0.986,0.000
5.414,1782952230.957,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.449,1782952230.991,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.484,1782952231.026,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.519,1782952231.061,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.554,1782952231.096,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.589,1782952231.131,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.624,1782952231.166,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.658,1782952231.201,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.693,1782952231.236,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.729,1782952231.271,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.764,1782952231.306,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.799,1782952231.342,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.834,1782952231.377,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.869,1782952231.412,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.904,1782952231.447,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.940,1782952231.482,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
5.975,1782952231.517,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.010,1782952231.553,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.044,1782952231.587,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.079,1782952231.622,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.114,1782952231.657,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.150,1782952231.692,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.185,1782952231.727,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.219,1782952231.762,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.254,1782952231.797,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.289,1782952231.832,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.325,1782952231.867,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.360,1782952231.902,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.395,1782952231.938,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.429,1782952231.972,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.464,1782952232.007,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.499,1782952232.042,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.534,1782952232.077,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.569,1782952232.112,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.605,1782952232.147,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.640,1782952232.182,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.675,1782952232.218,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.710,1782952232.253,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.745,1782952232.288,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.780,1782952232.323,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.815,1782952232.358,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.851,1782952232.393,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.886,1782952232.428,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.921,1782952232.463,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.955,1782952232.498,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
6.990,1782952232.533,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.025,1782952232.568,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.060,1782952232.603,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.095,1782952232.638,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.130,1782952232.673,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.165,1782952232.708,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.200,1782952232.743,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.236,1782952232.778,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.271,1782952232.813,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.306,1782952232.849,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.341,1782952232.884,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.376,1782952232.919,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.411,1782952232.954,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.446,1782952232.989,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.481,1782952233.024,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.516,1782952233.058,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.551,1782952233.093,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.586,1782952233.129,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.621,1782952233.164,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.656,1782952233.198,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.691,1782952233.234,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.726,1782952233.269,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.761,1782952233.304,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.796,1782952233.339,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.832,1782952233.374,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.867,1782952233.409,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.902,1782952233.444,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.936,1782952233.479,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
7.972,1782952233.514,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.007,1782952233.549,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.041,1782952233.584,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.076,1782952233.619,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.112,1782952233.654,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.147,1782952233.689,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.182,1782952233.725,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.217,1782952233.759,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.252,1782952233.795,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.287,1782952233.829,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.322,1782952233.864,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.356,1782952233.899,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.391,1782952233.933,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.426,1782952233.969,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.461,1782952234.004,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.496,1782952234.039,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.531,1782952234.074,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
8.566,1782952234.109,ARMED,TAKEOFF,1.00,1.00,-1.00,-0.992,0.002,0.001,0.005,,,,
