t,wall,state,action,arm,b,emerg,raw_thr,raw_roll,raw_pitch,raw_yaw,sent_roll,sent_pitch,sent_gaz,sent_yaw
21.968,1782952247.510,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.002,1782952247.545,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.038,1782952247.580,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.073,1782952247.615,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.108,1782952247.650,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.001,0.000,0.000,1.000,0.000
22.143,1782952247.686,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.178,1782952247.721,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.001,0.000,0.000,1.000,0.000
22.213,1782952247.756,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.249,1782952247.791,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.284,1782952247.826,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.319,1782952247.861,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.001,0.000,0.000,1.000,0.000
22.354,1782952247.897,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.000,0.000,0.000,1.000,0.000
22.389,1782952247.932,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.424,1782952247.967,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.001,0.000,0.000,1.000,0.000
22.460,1782952248.002,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.495,1782952248.037,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.530,1782952248.073,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.565,1782952248.108,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
22.600,1782952248.143,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.635,1782952248.178,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.670,1782952248.212,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.005,0.000,0.000,1.000,0.000
22.705,1782952248.248,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.740,1782952248.283,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.775,1782952248.318,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.810,1782952248.353,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
22.845,1782952248.388,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.880,1782952248.423,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.915,1782952248.458,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.950,1782952248.492,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
22.985,1782952248.528,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.020,1782952248.562,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.055,1782952248.597,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
23.090,1782952248.632,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.001,0.000,0.000,1.000,0.000
23.125,1782952248.668,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.160,1782952248.703,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
23.195,1782952248.738,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
23.230,1782952248.773,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
23.265,1782952248.807,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
23.300,1782952248.842,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.335,1782952248.878,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
23.370,1782952248.913,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
23.406,1782952248.948,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.441,1782952248.984,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.002,0.000,0.000,1.000,0.000
23.476,1782952249.019,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.511,1782952249.054,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
23.546,1782952249.089,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.582,1782952249.124,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.001,0.000,0.000,1.000,0.000
23.617,1782952249.159,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.652,1782952249.195,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.687,1782952249.230,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.001,0.000,0.000,1.000,0.000
23.722,1782952249.265,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.001,0.000,0.000,1.000,0.000
23.757,1782952249.300,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
23.793,1782952249.335,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
23.827,1782952249.370,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
23.862,1782952249.405,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
23.897,1782952249.440,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.005,0.000,0.000,1.000,0.000
23.933,1782952249.475,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
23.968,1782952249.510,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
24.003,1782952249.546,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
24.038,1782952249.580,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.005,0.000,0.000,1.000,0.000
24.073,1782952249.615,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
24.107,1782952249.650,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
24.143,1782952249.685,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.003,0.000,0.000,1.000,0.000
24.177,1782952249.720,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.212,1782952249.755,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.005,0.000,0.000,1.000,0.000
24.247,1782952249.790,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
24.282,1782952249.824,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.005,0.000,0.000,1.000,0.000
24.317,1782952249.860,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.352,1782952249.895,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.004,0.000,0.000,1.000,0.000
24.387,1782952249.930,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.423,1782952249.965,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.005,0.000,0.000,1.000,0.000
24.458,1782952250.000,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.493,1782952250.036,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.005,0.000,0.000,1.000,0.000
24.528,1782952250.071,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.563,1782952250.106,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.599,1782952250.141,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.634,1782952250.177,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.669,1782952250.212,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.704,1782952250.247,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.005,0.000,0.000,1.000,0.000
24.739,1782952250.281,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
24.774,1782952250.317,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
24.809,1782952250.352,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
24.844,1782952250.387,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.880,1782952250.422,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
24.915,1782952250.457,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.950,1782952250.493,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
24.986,1782952250.528,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
25.020,1782952250.563,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.005,0.000,0.000,1.000,0.000
25.055,1782952250.598,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
25.091,1782952250.633,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
25.126,1782952250.668,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.161,1782952250.704,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.196,1782952250.739,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.231,1782952250.773,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.266,1782952250.809,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
25.301,1782952250.844,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.336,1782952250.879,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.371,1782952250.914,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.407,1782952250.949,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.441,1782952250.984,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.476,1782952251.019,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.006,0.000,0.000,1.000,0.000
25.512,1782952251.054,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.547,1782952251.089,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
25.582,1782952251.125,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.617,1782952251.160,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.652,1782952251.195,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
25.687,1782952251.230,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
25.723,1782952251.265,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.758,1782952251.300,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.793,1782952251.335,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
25.827,1782952251.370,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
25.862,1782952251.404,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
25.897,1782952251.440,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
25.932,1782952251.475,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.007,0.000,0.000,1.000,0.000
25.967,1782952251.510,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.002,1782952251.545,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.038,1782952251.580,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.073,1782952251.615,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.108,1782952251.651,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.143,1782952251.685,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.178,1782952251.721,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.213,1782952251.756,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.248,1782952251.791,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.283,1782952251.826,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.318,1782952251.861,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.354,1782952251.896,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.389,1782952251.932,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.424,1782952251.967,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.459,1782952252.002,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.494,1782952252.037,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.530,1782952252.072,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.565,1782952252.107,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.600,1782952252.143,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.635,1782952252.178,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.670,1782952252.213,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.705,1782952252.248,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.741,1782952252.283,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.775,1782952252.318,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.010,0.000,0.000,1.000,0.000
26.810,1782952252.353,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.845,1782952252.388,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.010,0.000,0.000,1.000,0.000
26.880,1782952252.423,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
26.915,1782952252.458,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.010,0.000,0.000,1.000,0.000
26.950,1782952252.493,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
26.986,1782952252.528,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.010,0.000,0.000,1.000,0.000
27.021,1782952252.563,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
27.056,1782952252.598,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
27.091,1782952252.633,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
27.126,1782952252.668,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.008,0.000,0.000,1.000,0.000
27.161,1782952252.704,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
27.196,1782952252.739,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
27.231,1782952252.774,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
27.267,1782952252.809,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.011,0.000,0.000,1.000,0.000
27.302,1782952252.845,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
27.337,1782952252.880,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.010,0.000,0.000,1.000,0.000
27.372,1782952252.915,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.011,0.000,0.000,1.000,0.000
27.407,1782952252.950,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.010,0.000,0.000,1.000,0.000
27.443,1782952252.985,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.010,0.000,0.000,1.000,0.000
27.478,1782952253.020,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.011,0.000,0.000,1.000,0.000
27.513,1782952253.055,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.011,0.000,0.000,1.000,0.000
27.548,1782952253.091,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.010,0.000,0.000,1.000,0.000
27.583,1782952253.126,ARMED,move r+0.00 p+0.00 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,0.002,0.001,0.009,0.000,0.000,1.000,0.000
