t,wall,state,action,arm,b,emerg,raw_thr,raw_roll,raw_pitch,raw_yaw,sent_roll,sent_pitch,sent_gaz,sent_yaw,roll_deg,pitch_deg,yaw_deg,alt_mm,m1,m2,m3,m4
2.013,1783037951.610,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.158,0.347,0.608,0,0,0,0,0
2.047,1783037951.644,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.156,0.352,0.61,0,0,0,0,0
2.080,1783037951.677,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.156,0.352,0.61,0,0,0,0,0
2.114,1783037951.711,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.154,0.356,0.611,0,0,0,0,0
2.148,1783037951.745,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.154,0.356,0.611,0,0,0,0,0
2.182,1783037951.780,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.153,0.36,0.613,0,0,0,0,0
2.216,1783037951.813,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.153,0.36,0.613,0,0,0,0,0
2.251,1783037951.848,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.154,0.349,0.616,0,0,0,0,0
2.284,1783037951.881,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.154,0.349,0.616,0,0,0,0,0
2.318,1783037951.915,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.152,0.348,0.619,0,0,0,0,0
2.352,1783037951.950,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.148,0.345,0.621,0,0,0,0,0
2.386,1783037951.983,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.148,0.345,0.621,0,0,0,0,0
2.420,1783037952.018,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.147,0.349,0.621,0,0,0,0,0
2.454,1783037952.051,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.147,0.349,0.621,0,0,0,0,0
2.488,1783037952.085,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.357,0.622,0,0,0,0,0
2.522,1783037952.119,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.357,0.622,0,0,0,0,0
2.557,1783037952.154,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.146,0.362,0.626,0,0,0,0,0
2.591,1783037952.188,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.146,0.362,0.626,0,0,0,0,0
2.624,1783037952.221,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.145,0.363,0.629,0,0,0,0,0
2.659,1783037952.256,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.145,0.363,0.629,0,0,0,0,0
2.693,1783037952.290,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.143,0.358,0.63,0,0,0,0,0
2.726,1783037952.323,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.143,0.358,0.63,0,0,0,0,0
2.760,1783037952.358,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.142,0.356,0.633,0,0,0,0,0
2.795,1783037952.392,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.142,0.356,0.633,0,0,0,0,0
2.829,1783037952.426,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.141,0.361,0.634,0,0,0,0,0
2.863,1783037952.460,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.141,0.361,0.634,0,0,0,0,0
2.897,1783037952.494,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.14,0.357,0.636,0,0,0,0,0
2.931,1783037952.528,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.14,0.357,0.636,0,0,0,0,0
2.969,1783037952.566,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.138,0.359,0.637,0,0,0,0,0
2.999,1783037952.596,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.138,0.359,0.637,0,0,0,0,0
3.033,1783037952.630,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.137,0.363,0.638,0,0,0,0,0
3.070,1783037952.667,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.135,0.368,0.64,0,0,0,0,0
3.102,1783037952.699,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.135,0.368,0.64,0,0,0,0,0
3.136,1783037952.733,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.143,0.369,0.641,0,0,0,0,0
3.169,1783037952.766,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.143,0.369,0.641,0,0,0,0,0
3.203,1783037952.800,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.145,0.359,0.644,0,0,0,0,0
3.237,1783037952.834,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.145,0.359,0.644,0,0,0,0,0
3.271,1783037952.868,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.147,0.362,0.645,0,0,0,0,0
3.305,1783037952.902,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.147,0.362,0.645,0,0,0,0,0
3.339,1783037952.936,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.145,0.361,0.647,0,0,0,0,0
3.372,1783037952.969,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.145,0.361,0.647,0,0,0,0,0
3.407,1783037953.004,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.357,0.649,0,0,0,0,0
3.440,1783037953.037,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.357,0.649,0,0,0,0,0
3.475,1783037953.072,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.35,0.65,0,0,0,0,0
3.509,1783037953.106,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.35,0.65,0,0,0,0,0
3.543,1783037953.140,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.354,0.651,0,0,0,0,0
3.577,1783037953.174,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.354,0.651,0,0,0,0,0
3.610,1783037953.207,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.14,0.347,0.65,0,0,0,0,0
3.644,1783037953.242,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.14,0.347,0.65,0,0,0,0,0
3.679,1783037953.276,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.139,0.351,0.652,0,0,0,0,0
3.713,1783037953.310,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.139,0.351,0.652,0,0,0,0,0
3.746,1783037953.343,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.138,0.357,0.654,0,0,0,0,0
3.780,1783037953.377,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.138,0.357,0.654,0,0,0,0,0
3.814,1783037953.411,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.363,0.657,0,0,0,0,0
3.848,1783037953.445,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.144,0.363,0.657,0,0,0,0,0
3.881,1783037953.478,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.141,0.366,0.657,0,0,0,0,0
3.916,1783037953.513,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.143,0.37,0.66,0,0,0,0,0
3.950,1783037953.547,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.143,0.37,0.66,0,0,0,0,0
3.984,1783037953.581,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.147,0.365,0.661,0,0,0,0,0
4.018,1783037953.615,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.147,0.365,0.661,0,0,0,0,0
4.052,1783037953.649,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.147,0.371,0.664,0,0,0,0,0
4.085,1783037953.682,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.147,0.371,0.664,0,0,0,0,0
4.119,1783037953.716,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.148,0.376,0.665,0,0,0,0,0
4.153,1783037953.750,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.148,0.376,0.665,0,0,0,0,0
4.187,1783037953.784,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.148,0.381,0.666,0,0,0,0,0
4.221,1783037953.818,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.148,0.381,0.666,0,0,0,0,0
4.255,1783037953.852,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.149,0.38,0.67,0,0,0,0,0
4.288,1783037953.885,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.149,0.38,0.67,0,0,0,0,0
4.322,1783037953.919,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.156,0.374,0.671,0,0,0,0,0
4.356,1783037953.953,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.156,0.374,0.671,0,0,0,0,0
4.390,1783037953.987,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.17,0.362,0.674,0,0,0,0,0
4.424,1783037954.021,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.17,0.362,0.674,0,0,0,0,0
4.458,1783037954.055,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.173,0.364,0.678,0,0,0,0,0
4.493,1783037954.090,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.173,0.364,0.678,0,0,0,0,0
4.527,1783037954.124,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.173,0.364,0.678,0,0,0,0,0
4.561,1783037954.158,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.174,0.365,0.681,0,0,0,0,0
4.595,1783037954.192,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.188,0.363,0.681,0,0,0,0,0
4.629,1783037954.226,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.188,0.363,0.681,0,0,0,0,0
4.664,1783037954.261,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.195,0.361,0.681,0,0,0,0,0
4.698,1783037954.295,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.195,0.361,0.681,0,0,0,0,0
4.731,1783037954.328,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.195,0.361,0.681,0,0,0,0,0
4.766,1783037954.363,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.205,0.364,0.683,0,0,0,0,0
4.799,1783037954.396,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.21,0.367,0.685,0,0,0,0,0
4.833,1783037954.430,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.21,0.367,0.685,0,0,0,0,0
4.867,1783037954.464,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.209,0.37,0.687,0,0,0,0,0
4.901,1783037954.498,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.209,0.37,0.687,0,0,0,0,0
4.934,1783037954.532,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.216,0.363,0.689,0,0,0,0,0
4.968,1783037954.565,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.217,0.361,0.689,0,0,0,0,0
5.002,1783037954.599,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.217,0.361,0.689,0,0,0,0,0
5.036,1783037954.633,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.225,0.359,0.691,0,0,0,0,0
5.070,1783037954.667,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.225,0.359,0.691,0,0,0,0,0
5.104,1783037954.701,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.237,0.351,0.694,0,0,0,0,0
5.138,1783037954.735,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.237,0.351,0.694,0,0,0,0,0
5.172,1783037954.769,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.246,0.355,0.696,0,0,0,0,0
5.207,1783037954.804,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.246,0.355,0.696,0,0,0,0,0
5.242,1783037954.839,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.246,0.352,0.699,0,0,0,0,0
5.274,1783037954.871,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.246,0.352,0.699,0,0,0,0,0
5.308,1783037954.905,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.255,0.346,0.701,0,0,0,0,0
5.343,1783037954.940,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.255,0.346,0.701,0,0,0,0,0
5.376,1783037954.973,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.254,0.335,0.702,0,0,0,0,0
5.410,1783037955.007,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.254,0.335,0.702,0,0,0,0,0
5.443,1783037955.040,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.254,0.335,0.702,0,0,0,0,0
5.477,1783037955.074,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.254,0.335,0.702,0,0,0,0,0
5.512,1783037955.109,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.265,0.312,0.706,0,0,0,0,0
5.545,1783037955.143,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.265,0.312,0.706,0,0,0,0,0
5.579,1783037955.177,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.275,0.308,0.706,0,0,0,0,0
5.613,1783037955.210,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.275,0.308,0.706,0,0,0,0,0
5.647,1783037955.244,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.287,0.297,0.709,0,0,0,0,0
5.681,1783037955.278,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.287,0.297,0.709,0,0,0,0,0
5.716,1783037955.313,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.287,0.297,0.709,0,0,0,0,0
5.750,1783037955.347,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.304,0.277,0.714,0,0,0,0,0
5.783,1783037955.380,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.304,0.277,0.714,0,0,0,0,0
5.816,1783037955.413,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.311,0.28,0.716,0,0,0,0,0
5.851,1783037955.448,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.311,0.28,0.716,0,0,0,0,0
5.885,1783037955.482,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.309,0.288,0.717,0,0,0,0,0
5.918,1783037955.515,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.309,0.288,0.717,0,0,0,0,0
5.952,1783037955.549,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.3,0.297,0.718,0,0,0,0,0
5.986,1783037955.583,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.3,0.297,0.718,0,0,0,0,0
6.019,1783037955.616,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.303,0.303,0.719,0,0,0,0,0
6.053,1783037955.651,DISARMED,idle,-1.00,0.00,-1.00,0.000,0.000,0.000,0.000,,,,,0.303,0.303,0.719,0,0,0,0,0
6.106,1783037955.703,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.294,0.307,0.72,0,0,0,0,0
6.121,1783037955.718,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.294,0.307,0.72,0,0,0,0,0
6.156,1783037955.753,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.0,0.726,0,0,0,0,0
6.190,1783037955.787,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.0,0.726,0,0,0,0,0
6.223,1783037955.821,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.007,0.001,0.728,0,0,0,0,0
6.258,1783037955.855,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.017,0.0,0.731,0,0,0,0,0
6.292,1783037955.889,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.017,0.0,0.731,0,0,0,0,0
6.325,1783037955.922,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.026,-0.001,0.732,0,0,0,0,0
6.358,1783037955.955,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.026,-0.001,0.732,0,0,0,0,0
6.392,1783037955.989,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.033,-0.008,0.73,0,0,0,0,0
6.426,1783037956.023,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.033,-0.008,0.73,0,0,0,0,0
6.461,1783037956.058,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.039,-0.024,0.734,0,0,0,0,0
6.494,1783037956.091,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.039,-0.024,0.734,0,0,0,0,0
6.529,1783037956.126,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.044,-0.023,0.736,0,0,0,0,0
6.564,1783037956.161,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.044,-0.023,0.736,0,0,0,0,0
6.598,1783037956.195,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.048,-0.034,0.739,0,0,0,0,0
6.632,1783037956.229,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.048,-0.034,0.739,0,0,0,0,0
6.665,1783037956.262,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.051,-0.042,0.74,0,0,0,0,0
6.700,1783037956.297,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.051,-0.042,0.74,0,0,0,0,0
6.734,1783037956.331,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.058,-0.047,0.741,0,0,0,0,0
6.768,1783037956.365,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.058,-0.047,0.741,0,0,0,0,0
6.802,1783037956.399,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.064,-0.046,0.744,0,0,0,0,0
6.836,1783037956.433,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.064,-0.046,0.744,0,0,0,0,0
6.870,1783037956.467,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.07,-0.047,0.745,0,0,0,0,0
6.904,1783037956.501,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.07,-0.047,0.745,0,0,0,0,0
6.938,1783037956.535,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.077,-0.048,0.747,0,0,0,0,0
